Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Accuracy_(10_runs)	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Price
piece_id	Jan_DuGrosserSchmerzensmann	20.495	12.519	0.0	905.75	0.0302	34.983	0.435	0.0	890.26	0.1799	24.519	0.0	0.0	4798.02	0.0
piece_id	Telemann_DerLiebenSonneLichtUndPracht	23.829	13.021	0.0	791.97	0.0265	37.471	0.0	0.0	751.15	0.1564	21.166	0.0	0.0	3302.99	0.0
piece_id	Vulpius_ChristusDerIstMeinLeben	24.691	12.849	0.0	730.45	0.0245	35.483	0.0	0.0	659.7	0.1378	27.565	0.0	0.0	3621.3	0.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27.551	12.219	0.0	884.83	0.0298	36.729	0.0	0.0	812.57	0.1694	34.316	0.0	0.0	4225.66	0.0
is_nota_correct	0	21.0	13.006	0.0	6477.07	0.2191	37.5	0.275	0.0	6045.14	1.2704	22.75	0.0	0.0	31721.43	0.0
is_nota_correct	1	32.833	13.929	0.0	1671.11	0.0556	17.665	0.204	0.0	1554.39	0.3245	35.499	0.0	0.0	8003.13	0.0
meta-question_id	1	18.667	0.0	0.0	895.84	0.0272	23.334	0.0	0.0	757.73	0.163	21.999	0.0	0.0	3692.01	0.0
meta-question_id	10	22.858	34.861	0.0	530.25	0.018	40.951	0.0	0.0	529.77	0.1103	20.953	0.0	0.0	2827.19	0.0
meta-question_id	11	16.667	32.403	0.0	479.77	0.0144	26.667	0.833	0.0	453.66	0.0937	28.889	0.0	0.0	1746.44	0.0
meta-question_id	2	22.667	3.199	0.0	765.5	0.023	23.665	0.802	0.0	718.53	0.1522	19.333	0.0	0.0	3444.91	0.0
meta-question_id	3	13.999	22.594	0.0	769.16	0.0265	26.0	0.0	0.0	773.01	0.1799	18.334	0.0	0.0	4032.66	0.0
meta-question_id	4	27.001	6.471	0.0	735.79	0.0235	46.001	0.0	0.0	783.89	0.1488	37.333	0.0	0.0	4138.0	0.0
meta-question_id	5	24.332	33.861	0.0	771.92	0.0257	40.0	0.0	0.0	758.61	0.1623	18.333	0.0	0.0	4017.94	0.0
meta-question_id	6	40.666	8.021	0.0	782.06	0.027	48.333	0.0	0.0	780.96	0.1662	46.666	0.0	0.0	4249.47	0.0
meta-question_id	7	31.0	11.026	0.0	964.8	0.0372	36.667	0.917	0.0	743.49	0.1679	20.666	0.0	0.0	4191.26	0.0
meta-question_id	8	11.334	0.0	0.0	846.32	0.03	19.0	0.0	0.0	796.17	0.1555	11.332	0.0	0.0	5074.19	0.0
meta-question_id	9	25.715	3.484	0.0	606.81	0.022	39.524	0.0	0.0	503.68	0.0951	38.573	0.0	0.0	2310.45	0.0
category	harmony	22.0	23.649	0.0	1616.82	0.0544	36.169	0.312	0.0	1487.11	0.2991	29.501	0.0	0.0	6884.1	0.0
category	pitch	20.584	8.268	0.0	3166.24	0.1003	29.748	0.247	0.0	3033.16	0.6439	24.249	0.0	0.0	15307.56	0.0
category	rhythm	26.834	12.828	0.0	3365.08	0.12	36.001	0.25	0.0	3079.23	0.6519	24.25	0.0	0.0	17532.87	0.0
subcategory	harmonic-recognition	22.0	23.649	0.0	1616.82	0.0544	36.169	0.312	0.0	1487.11	0.2991	29.501	0.0	0.0	6884.1	0.0
subcategory	interval-recognition	20.5	15.13	0.0	1504.93	0.05	36.001	0.0	0.0	1556.9	0.3288	27.833	0.0	0.0	8170.64	0.0
subcategory	pitch-recognition	20.665	1.532	0.0	1661.3	0.0503	23.5	0.452	0.0	1476.27	0.3152	20.666	0.0	0.0	7136.92	0.0
subcategory	proportion-recognition	21.166	4.684	0.0	1811.1	0.0672	27.833	0.444	0.0	1539.68	0.3234	16.001	0.0	0.0	9265.48	0.0
subcategory	rhythmic-recognition	32.5	22.448	0.0	1553.99	0.0527	44.165	0.0	0.0	1539.57	0.3285	32.5	0.0	0.0	8267.41	0.0
skill	cadence recognition	16.667	32.403	0.0	479.77	0.0144	26.667	0.833	0.0	453.66	0.0937	28.889	0.0	0.0	1746.44	0.0
skill	chord recognition	22.858	34.861	0.0	530.25	0.018	40.951	0.0	0.0	529.77	0.1103	20.953	0.0	0.0	2827.19	0.0
skill	interval recognition	13.999	22.594	0.0	769.16	0.0265	26.0	0.0	0.0	773.01	0.1799	18.334	0.0	0.0	4032.66	0.0
skill	interval statistics	27.001	6.471	0.0	735.79	0.0235	46.001	0.0	0.0	783.89	0.1488	37.333	0.0	0.0	4138.0	0.0
skill	note length	24.332	33.861	0.0	771.92	0.0257	40.0	0.0	0.0	758.61	0.1623	18.333	0.0	0.0	4017.94	0.0
skill	note length statistics	40.666	8.021	0.0	782.06	0.027	48.333	0.0	0.0	780.96	0.1662	46.666	0.0	0.0	4249.47	0.0
skill	pitch recognition	18.667	0.0	0.0	895.84	0.0272	23.334	0.0	0.0	757.73	0.163	21.999	0.0	0.0	3692.01	0.0
skill	pitch statistics	22.667	3.199	0.0	765.5	0.023	23.665	0.802	0.0	718.53	0.1522	19.333	0.0	0.0	3444.91	0.0
skill	rhythm pattern	31.0	11.026	0.0	964.8	0.0372	36.667	0.917	0.0	743.49	0.1679	20.666	0.0	0.0	4191.26	0.0
skill	rhythm pattern statistics	11.334	0.0	0.0	846.32	0.03	19.0	0.0	0.0	796.17	0.1555	11.332	0.0	0.0	5074.19	0.0
skill	tonality recognition	25.715	3.484	0.0	606.81	0.022	39.524	0.0	0.0	503.68	0.0951	38.573	0.0	0.0	2310.45	0.0
rel/abs	absolute	26.03	14.943	0.0	3745.53	0.1209	34.894	0.222	0.0	3545.6	0.754	25.745	0.0	0.0	18231.5	0.0
rel/abs	relative	21.007	11.758	0.0	4402.64	0.1537	32.327	0.278	0.0	4053.92	0.841	24.906	0.0	0.0	21493.01	0.0
specification	harmony-absolute	22.858	34.861	0.0	530.25	0.018	40.951	0.0	0.0	529.77	0.1103	20.953	0.0	0.0	2827.19	0.0
specification	harmony-relative	21.538	17.284	0.0	1086.57	0.0364	33.59	0.417	0.0	957.35	0.1888	34.104	0.0	0.0	4056.89	0.0
specification	pitch-absolute	20.665	1.532	0.0	1661.3	0.0503	23.5	0.452	0.0	1476.27	0.3152	20.666	0.0	0.0	7136.92	0.0
specification	pitch-relative	20.5	15.13	0.0	1504.93	0.05	36.001	0.0	0.0	1556.9	0.3288	27.833	0.0	0.0	8170.64	0.0
specification	rhythm-absolute	32.5	22.448	0.0	1553.99	0.0527	44.165	0.0	0.0	1539.57	0.3285	32.5	0.0	0.0	8267.41	0.0
specification	rhythm-relative	21.166	4.684	0.0	1811.1	0.0672	27.833	0.444	0.0	1539.68	0.3234	16.001	0.0	0.0	9265.48	0.0
