Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price	aggregate-mistral_Mean_Accuracy_(10_runs)	aggregate-mistral_Mean_Unparsable_Percent	aggregate-mistral_Mean_Model_Error_Percent	aggregate-mistral_Sum_Total_Time_s	aggregate-mistral_Sum_Total_Price	google_gemini-2.5-flash-lite_Mean_Accuracy_(10_runs)	google_gemini-2.5-flash-lite_Mean_Unparsable_Percent	google_gemini-2.5-flash-lite_Mean_Model_Error_Percent	google_gemini-2.5-flash-lite_Sum_Total_Time_s	google_gemini-2.5-flash-lite_Sum_Total_Price	aggregate-gpt-4o_Mean_Accuracy_(10_runs)	aggregate-gpt-4o_Mean_Unparsable_Percent	aggregate-gpt-4o_Mean_Model_Error_Percent	aggregate-gpt-4o_Sum_Total_Time_s	aggregate-gpt-4o_Sum_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Accuracy_(10_runs)	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Price
skill	note length statistics	53.998	0.0	0.0	502.69	0.0228	49.333	0.0	0.0	538.28	0.1525	40.0	0.0	1.429	1365.38	0.2198	40.0	0.0	0.0	2443.29	0.3487	39.999	0.0	0.0	687.53	1.4353	50.667	0.0	0.0	2609.25	0.0
skill	pitch recognition	29.332	0.0	0.0	436.39	0.0194	32.666	0.0	0.0	545.29	0.1504	26.666	0.0	0.833	1104.82	0.2275	26.665	0.0	0.0	1645.71	0.2292	25.332	0.0	0.0	506.85	1.2575	39.999	0.0	0.0	2875.48	0.0
skill	pitch statistics	38.0	0.0	0.0	460.77	0.0202	50.667	0.0	0.0	550.39	0.1522	28.665	0.0	0.833	1738.82	0.2282	44.665	0.0	0.0	1411.48	0.1964	45.333	0.0	0.0	490.97	1.2172	45.333	0.0	0.0	2247.88	0.0
skill	rhythm pattern	42.001	0.0	0.0	514.14	0.0233	50.667	0.0	0.0	540.89	0.1563	46.668	4.361	3.409	1848.3	0.2363	42.667	0.0	0.0	1995.96	0.2847	36.667	1.0	0.0	630.99	1.4582	49.334	0.0	0.0	3309.56	0.0
skill	rhythm pattern statistics	17.334	0.0	0.0	490.38	0.0212	24.666	0.0	0.0	544.47	0.1437	22.001	1.666	0.667	1866.39	0.2313	29.999	0.0	0.0	2432.44	0.3378	19.999	0.833	0.0	627.08	1.3352	23.334	0.0	0.0	3596.46	0.0
skill	tonality recognition	40.833	0.0	0.0	282.56	0.0114	60.833	0.0	0.0	326.92	0.0754	45.001	1.111	1.111	1299.89	0.1639	45.001	0.0	0.0	688.73	0.0828	49.999	0.0	0.0	342.25	0.8429	53.334	0.0	0.0	808.16	0.0
rel/abs	absolute	38.26	0.0	0.0	2137.85	0.0939	45.798	0.0	0.0	2499.16	0.6969	33.623	1.438	2.377	8195.51	1.026	39.855	0.0	0.0	8326.63	1.1708	38.985	0.233	0.0	2584.5	5.9913	44.348	0.0	0.0	12590.88	0.0
rel/abs	relative	30.617	0.0	0.185	2685.66	0.1148	44.32	0.0	0.0	2870.01	0.7993	30.863	1.801	2.199	10789.0	1.2523	37.407	0.0	0.0	12587.86	1.7918	33.705	1.65	0.0	3168.05	7.1154	35.185	0.0	0.0	18354.94	0.0
specification	harmony-absolute	41.11	0.0	0.0	276.15	0.0113	43.333	0.0	0.0	318.23	0.084	26.664	2.679	3.667	1130.24	0.1195	36.664	0.0	0.0	1204.43	0.1646	40.0	1.25	0.0	308.23	0.6971	31.11	0.0	0.0	1965.78	0.0
specification	harmony-relative	34.286	0.0	0.0	555.5	0.0235	47.619	0.0	0.0	648.81	0.1618	34.763	1.213	1.801	2105.16	0.2922	39.525	0.0	0.0	2282.53	0.2958	38.095	3.947	0.0	714.39	1.6467	38.573	0.0	0.0	2522.59	0.0
specification	pitch-absolute	33.667	0.0	0.0	897.15	0.0396	41.667	0.0	0.0	1095.66	0.3026	27.667	0.0	0.893	2843.64	0.4557	35.666	0.0	0.0	3057.21	0.4256	35.334	0.0	0.0	997.84	2.4747	42.667	0.0	0.0	5123.35	0.0
specification	pitch-relative	29.001	0.0	0.556	1125.62	0.0469	48.666	0.0	0.0	1135.84	0.3376	24.668	1.431	2.696	4969.13	0.4924	37.0	0.0	0.0	5876.95	0.8735	35.999	0.911	0.0	1195.6	2.6752	31.668	0.0	0.0	8926.34	0.0
specification	rhythm-absolute	42.0	0.0	0.0	964.54	0.0431	50.667	0.0	0.0	1085.27	0.3102	41.668	2.51	4.246	4221.63	0.4508	45.001	0.0	0.0	4064.96	0.5806	42.334	0.0	0.0	1278.44	2.8195	49.999	0.0	0.0	5501.72	0.0
specification	rhythm-relative	29.666	0.0	0.0	1004.51	0.0444	37.667	0.0	0.0	1085.36	0.3	34.333	2.666	1.97	3714.73	0.4677	36.333	0.0	0.0	4428.39	0.6225	28.332	0.89	0.0	1258.04	2.7934	36.334	0.0	0.0	6906.01	0.0
