Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
meta-question_id	3	30	50.0	30.0	16.67	20.0	16.67	26.67	30.0	20.0	26.67	43.33	26.67
meta-question_id	4	30	40.0	60.0	26.67	30.0	33.33	36.67	43.33	26.67	33.33	53.33	40.0
meta-question_id	5	30	56.67	33.33	36.67	53.33	43.33	23.33	26.67	30.0	40.0	50.0	43.33
meta-question_id	6	30	83.33	83.33	70.0	70.0	83.33	66.67	73.33	43.33	53.33	70.0	83.33
meta-question_id	7	30	60.0	46.67	33.33	50.0	53.33	20.0	30.0	33.33	36.67	33.33	46.67
meta-question_id	8	30	26.67	13.33	16.67	16.67	26.67	10.0	16.67	6.67	13.33	30.0	13.33
meta-question_id	9	21	57.14	38.1	19.05	47.62	38.1	47.62	57.14	33.33	28.57	19.05	52.38
category	harmony	60	43.33	26.67	20.0	33.33	28.33	36.67	38.33	23.33	23.33	30.0	43.33
category	pitch	120	40.0	32.5	18.33	25.0	30.0	22.5	35.0	24.17	25.0	41.67	32.5
category	rhythm	120	56.67	44.17	39.17	47.5	51.67	30.0	36.67	28.33	35.83	45.83	46.67
subcategory	harmonic-recognition	60	43.33	26.67	20.0	33.33	28.33	36.67	38.33	23.33	23.33	30.0	43.33
subcategory	interval-recognition	60	45.0	45.0	21.67	25.0	25.0	31.67	36.67	23.33	30.0	48.33	33.33
subcategory	pitch-recognition	60	35.0	20.0	15.0	25.0	35.0	13.33	33.33	25.0	20.0	35.0	31.67
subcategory	proportion-recognition	60	43.33	30.0	25.0	33.33	40.0	15.0	23.33	20.0	25.0	31.67	30.0
subcategory	rhythmic-recognition	60	70.0	58.33	53.33	61.67	63.33	45.0	50.0	36.67	46.67	60.0	63.33
skill	cadence recognition	18	33.33	5.56	27.78	27.78	16.67	27.78	27.78	11.11	22.22	38.89	33.33
skill	chord recognition	21	38.1	33.33	14.29	23.81	28.57	33.33	28.57	23.81	19.05	33.33	42.86
skill	interval recognition	30	50.0	30.0	16.67	20.0	16.67	26.67	30.0	20.0	26.67	43.33	26.67
skill	interval statistics	30	40.0	60.0	26.67	30.0	33.33	36.67	43.33	26.67	33.33	53.33	40.0
skill	note length	30	56.67	33.33	36.67	53.33	43.33	23.33	26.67	30.0	40.0	50.0	43.33
skill	note length statistics	30	83.33	83.33	70.0	70.0	83.33	66.67	73.33	43.33	53.33	70.0	83.33
skill	pitch recognition	30	30.0	20.0	16.67	20.0	33.33	13.33	26.67	20.0	16.67	43.33	26.67
skill	pitch statistics	30	40.0	20.0	13.33	30.0	36.67	13.33	40.0	30.0	23.33	26.67	36.67
skill	rhythm pattern	30	60.0	46.67	33.33	50.0	53.33	20.0	30.0	33.33	36.67	33.33	46.67
skill	rhythm pattern statistics	30	26.67	13.33	16.67	16.67	26.67	10.0	16.67	6.67	13.33	30.0	13.33
skill	tonality recognition	21	57.14	38.1	19.05	47.62	38.1	47.62	57.14	33.33	28.57	19.05	52.38
rel/abs	absolute	141	50.35	38.3	31.21	40.43	46.1	29.79	39.72	29.79	31.21	45.39	46.81
rel/abs	relative	159	44.65	33.96	23.27	31.45	31.45	27.04	33.33	22.01	27.04	37.11	34.59
specification	harmony-absolute	21	38.1	33.33	14.29	23.81	28.57	33.33	28.57	23.81	19.05	33.33	42.86
specification	harmony-relative	39	46.15	23.08	23.08	38.46	28.21	38.46	43.59	23.08	25.64	28.21	43.59
specification	pitch-absolute	60	35.0	20.0	15.0	25.0	35.0	13.33	33.33	25.0	20.0	35.0	31.67
specification	pitch-relative	60	45.0	45.0	21.67	25.0	25.0	31.67	36.67	23.33	30.0	48.33	33.33
specification	rhythm-absolute	60	70.0	58.33	53.33	61.67	63.33	45.0	50.0	36.67	46.67	60.0	63.33
specification	rhythm-relative	60	43.33	30.0	25.0	33.33	40.0	15.0	23.33	20.0	25.0	31.67	30.0
