Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
piece_id	Jan_DuGrosserSchmerzensmann	72	54.17	0.0	0.0	235.65	0.068291	25.0	5.56	0.0	506.31	0.109343	38.89	0.0	0.0	1600.86	0.0	34.72	0.0	0.0	234.4	0.010587
piece_id	Telemann_DerLiebenSonneLichtUndPracht	66	65.15	0.0	0.0	221.06	0.070118	51.52	6.25	3.12	485.97	0.135025	56.06	0.0	0.0	1210.67	0.0	45.45	0.0	0.0	216.94	0.009946
piece_id	Vulpius_ChristusDerIstMeinLeben	81	44.44	0.0	0.0	250.36	0.068534	18.52	4.55	1.52	694.86	0.08438	34.57	0.0	0.0	1455.4	0.0	27.16	0.0	0.0	244.93	0.010094
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	63	55.56	0.0	0.0	190.94	0.052864	34.92	4.88	0.0	675.16	0.052125	49.21	0.0	0.0	997.15	0.0	44.44	0.0	0.0	175.54	0.007178
is_nota_correct	0	600	47.17	0.0	0.0	1968.95	0.579394	27.5	6.21	1.15	5685.07	0.962817	37.83	0.0	0.0	11875.43	0.0	38.5	0.0	0.0	1875.21	0.081633
is_nota_correct	1	150	44.67	0.0	0.0	499.63	0.154617	32.0	3.92	0.0	1042.09	0.191892	47.33	0.0	0.0	3724.14	0.0	22.0	0.0	0.0	481.62	0.022619
meta-question_id	1	75	38.67	0.0	0.0	238.61	0.073831	17.33	3.23	1.61	531.24	0.107957	36.0	0.0	0.0	1343.06	0.0	28.0	0.0	0.0	199.59	0.00949
meta-question_id	10	51	49.02	0.0	0.0	176.34	0.052284	27.45	2.7	0.0	383.07	0.085327	43.14	0.0	0.0	1474.19	0.0	43.14	0.0	0.0	165.26	0.00763
meta-question_id	11	48	31.25	0.0	0.0	162.74	0.044349	25.0	8.33	0.0	403.75	0.069124	20.83	0.0	0.0	983.97	0.0	39.58	0.0	0.0	150.17	0.006718
meta-question_id	2	75	53.33	0.0	0.0	244.22	0.06987	25.33	3.57	0.0	927.38	0.116621	40.0	0.0	0.0	1038.79	0.0	25.33	0.0	0.0	228.17	0.008906
meta-question_id	3	75	30.67	0.0	0.0	271.41	0.082068	14.67	9.38	0.0	1057.7	0.134827	26.67	0.0	0.0	1975.28	0.0	25.33	0.0	0.0	256.99	0.011171
meta-question_id	4	75	45.33	0.0	0.0	272.09	0.086133	25.33	3.57	1.79	805.58	0.115229	41.33	0.0	0.0	2299.38	0.0	38.67	0.0	0.0	280.92	0.013018
meta-question_id	5	75	66.67	0.0	0.0	245.02	0.076051	50.67	16.22	8.11	926.42	0.09999	52.0	0.0	0.0	1249.18	0.0	41.33	0.0	0.0	226.45	0.010212
meta-question_id	6	75	52.0	0.0	0.0	249.53	0.075406	38.67	6.52	0.0	502.43	0.12061	40.0	0.0	0.0	1648.25	0.0	46.67	0.0	0.0	248.13	0.01119
meta-question_id	7	75	46.67	0.0	0.0	234.37	0.074071	29.33	11.32	0.0	483.56	0.113579	52.0	0.0	0.0	1487.97	0.0	38.67	0.0	0.0	248.77	0.010462
meta-question_id	8	75	28.0	0.0	0.0	243.52	0.068822	17.33	0.0	0.0	490.16	0.118749	22.67	0.0	0.0	1773.07	0.0	22.67	0.0	0.0	240.5	0.010599
meta-question_id	9	51	76.47	0.0	0.0	130.72	0.031127	45.1	0.0	0.0	215.86	0.072696	64.71	0.0	0.0	326.44	0.0	45.1	0.0	0.0	111.88	0.004857
category	harmony	150	52.67	0.0	0.0	469.8	0.12776	32.67	3.96	0.0	1002.68	0.227147	43.33	0.0	0.0	2784.6	0.0	42.67	0.0	0.0	427.31	0.019205
category	pitch	300	42.0	0.0	0.0	1026.34	0.311902	20.67	5.04	0.84	3321.91	0.474633	36.0	0.0	0.0	6656.51	0.0	29.33	0.0	0.0	965.67	0.042584
category	rhythm	300	48.33	0.0	0.0	972.44	0.294349	34.0	7.58	1.52	2402.57	0.452929	41.67	0.0	0.0	6158.46	0.0	37.33	0.0	0.0	963.85	0.042463
subcategory	harmonic-recognition	150	52.67	0.0	0.0	469.8	0.12776	32.67	3.96	0.0	1002.68	0.227147	43.33	0.0	0.0	2784.6	0.0	42.67	0.0	0.0	427.31	0.019205
subcategory	interval-recognition	150	38.0	0.0	0.0	543.5	0.168201	20.0	6.67	0.83	1863.29	0.250055	34.0	0.0	0.0	4274.66	0.0	32.0	0.0	0.0	537.91	0.024188
subcategory	pitch-recognition	150	46.0	0.0	0.0	482.83	0.143701	21.33	3.39	0.85	1458.62	0.224578	38.0	0.0	0.0	2381.85	0.0	26.67	0.0	0.0	427.76	0.018396
subcategory	proportion-recognition	150	37.33	0.0	0.0	477.89	0.142893	23.33	5.22	0.0	973.73	0.232329	37.33	0.0	0.0	3261.03	0.0	30.67	0.0	0.0	489.27	0.021061
subcategory	rhythmic-recognition	150	59.33	0.0	0.0	494.55	0.151456	44.67	10.84	3.61	1428.85	0.2206	46.0	0.0	0.0	2897.43	0.0	44.0	0.0	0.0	474.58	0.021402
skill	cadence recognition	48	31.25	0.0	0.0	162.74	0.044349	25.0	8.33	0.0	403.75	0.069124	20.83	0.0	0.0	983.97	0.0	39.58	0.0	0.0	150.17	0.006718
skill	chord recognition	51	49.02	0.0	0.0	176.34	0.052284	27.45	2.7	0.0	383.07	0.085327	43.14	0.0	0.0	1474.19	0.0	43.14	0.0	0.0	165.26	0.00763
skill	interval recognition	75	30.67	0.0	0.0	271.41	0.082068	14.67	9.38	0.0	1057.7	0.134827	26.67	0.0	0.0	1975.28	0.0	25.33	0.0	0.0	256.99	0.011171
skill	interval statistics	75	45.33	0.0	0.0	272.09	0.086133	25.33	3.57	1.79	805.58	0.115229	41.33	0.0	0.0	2299.38	0.0	38.67	0.0	0.0	280.92	0.013018
skill	note length	75	66.67	0.0	0.0	245.02	0.076051	50.67	16.22	8.11	926.42	0.09999	52.0	0.0	0.0	1249.18	0.0	41.33	0.0	0.0	226.45	0.010212
skill	note length statistics	75	52.0	0.0	0.0	249.53	0.075406	38.67	6.52	0.0	502.43	0.12061	40.0	0.0	0.0	1648.25	0.0	46.67	0.0	0.0	248.13	0.01119
skill	pitch recognition	75	38.67	0.0	0.0	238.61	0.073831	17.33	3.23	1.61	531.24	0.107957	36.0	0.0	0.0	1343.06	0.0	28.0	0.0	0.0	199.59	0.00949
skill	pitch statistics	75	53.33	0.0	0.0	244.22	0.06987	25.33	3.57	0.0	927.38	0.116621	40.0	0.0	0.0	1038.79	0.0	25.33	0.0	0.0	228.17	0.008906
skill	rhythm pattern	75	46.67	0.0	0.0	234.37	0.074071	29.33	11.32	0.0	483.56	0.113579	52.0	0.0	0.0	1487.97	0.0	38.67	0.0	0.0	248.77	0.010462
skill	rhythm pattern statistics	75	28.0	0.0	0.0	243.52	0.068822	17.33	0.0	0.0	490.16	0.118749	22.67	0.0	0.0	1773.07	0.0	22.67	0.0	0.0	240.5	0.010599
skill	tonality recognition	51	76.47	0.0	0.0	130.72	0.031127	45.1	0.0	0.0	215.86	0.072696	64.71	0.0	0.0	326.44	0.0	45.1	0.0	0.0	111.88	0.004857
rel/abs	absolute	351	52.14	0.0	0.0	1153.73	0.347441	32.19	5.88	1.68	3270.54	0.530505	42.17	0.0	0.0	6753.47	0.0	36.47	0.0	0.0	1067.61	0.047428
rel/abs	relative	399	41.85	0.0	0.0	1314.85	0.38657	25.06	5.69	0.33	3456.63	0.624205	37.59	0.0	0.0	8846.11	0.0	34.09	0.0	0.0	1289.23	0.056824
specification	harmony-absolute	51	49.02	0.0	0.0	176.34	0.052284	27.45	2.7	0.0	383.07	0.085327	43.14	0.0	0.0	1474.19	0.0	43.14	0.0	0.0	165.26	0.00763
specification	harmony-relative	99	54.55	0.0	0.0	293.46	0.075476	35.35	4.69	0.0	619.61	0.141821	43.43	0.0	0.0	1310.41	0.0	42.42	0.0	0.0	262.05	0.011575
specification	pitch-absolute	150	46.0	0.0	0.0	482.83	0.143701	21.33	3.39	0.85	1458.62	0.224578	38.0	0.0	0.0	2381.85	0.0	26.67	0.0	0.0	427.76	0.018396
specification	pitch-relative	150	38.0	0.0	0.0	543.5	0.168201	20.0	6.67	0.83	1863.29	0.250055	34.0	0.0	0.0	4274.66	0.0	32.0	0.0	0.0	537.91	0.024188
specification	rhythm-absolute	150	59.33	0.0	0.0	494.55	0.151456	44.67	10.84	3.61	1428.85	0.2206	46.0	0.0	0.0	2897.43	0.0	44.0	0.0	0.0	474.58	0.021402
specification	rhythm-relative	150	37.33	0.0	0.0	477.89	0.142893	23.33	5.22	0.0	973.73	0.232329	37.33	0.0	0.0	3261.03	0.0	30.67	0.0	0.0	489.27	0.021061
