Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
piece_id	Jan_DuGrosserSchmerzensmann	78	42.31	0.0	0.0	273.74	0.078805	28.21	8.93	0.0	807.71	0.120158	37.18	0.0	0.0	1537.84	0.0	26.92	0.0	0.0	255.23	0.012033
piece_id	Telemann_DerLiebenSonneLichtUndPracht	84	50.0	0.0	0.0	282.93	0.090023	33.33	5.36	0.0	1229.41	0.201025	44.05	0.0	0.0	1385.95	0.0	45.24	0.0	0.0	270.83	0.012308
piece_id	Vulpius_ChristusDerIstMeinLeben	75	49.33	0.0	0.0	236.18	0.06165	38.67	10.87	2.17	934.56	0.077112	44.0	0.0	0.0	1370.09	0.0	41.33	0.0	0.0	200.45	0.007877
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	105	42.86	0.0	0.0	347.37	0.092046	31.43	2.78	1.39	1315.01	0.080787	41.9	0.0	0.0	1772.79	0.0	34.29	0.0	0.0	289.84	0.012123
is_nota_correct	0	600	45.83	0.0	0.0	1977.52	0.583588	30.0	6.43	0.48	7173.96	0.946323	38.0	0.0	0.0	11475.88	0.0	37.33	0.0	0.0	1874.09	0.082534
is_nota_correct	1	150	44.0	0.0	0.0	526.97	0.154816	36.67	7.37	1.05	1661.44	0.221325	48.0	1.28	0.0	3429.13	0.0	28.67	0.0	0.0	490.85	0.021355
meta-question_id	1	75	38.67	0.0	0.0	240.28	0.070552	30.67	1.92	0.0	682.28	0.108381	37.33	0.0	0.0	1222.62	0.0	32.0	0.0	0.0	248.31	0.011922
meta-question_id	10	51	41.18	0.0	0.0	192.87	0.049968	39.22	12.9	0.0	648.55	0.07911	41.18	0.0	0.0	1200.51	0.0	43.14	0.0	0.0	152.18	0.006549
meta-question_id	11	48	14.58	0.0	0.0	163.15	0.047734	16.67	10.0	0.0	395.84	0.079376	12.5	0.0	0.0	1015.83	0.0	8.33	0.0	0.0	147.78	0.006698
meta-question_id	2	75	53.33	0.0	0.0	257.47	0.078388	28.0	7.41	0.0	1169.0	0.151851	40.0	0.0	0.0	1216.79	0.0	33.33	0.0	0.0	246.43	0.011121
meta-question_id	3	75	38.67	0.0	0.0	269.43	0.081093	21.33	8.47	1.69	904.69	0.112333	24.0	1.75	0.0	1917.39	0.0	30.67	0.0	0.0	268.82	0.01106
meta-question_id	4	75	44.0	0.0	0.0	281.04	0.087648	26.67	3.64	0.0	1101.12	0.111086	45.33	0.0	0.0	2021.04	0.0	38.67	0.0	0.0	271.97	0.011143
meta-question_id	5	75	64.0	0.0	0.0	238.91	0.071555	38.67	15.22	0.0	742.68	0.113404	53.33	0.0	0.0	1105.74	0.0	46.67	0.0	0.0	230.65	0.009447
meta-question_id	6	75	66.67	0.0	0.0	241.03	0.072132	53.33	5.71	0.0	753.27	0.11835	53.33	0.0	0.0	1445.93	0.0	56.0	0.0	0.0	224.43	0.009841
meta-question_id	7	75	52.0	0.0	0.0	237.91	0.073723	40.0	6.67	2.22	647.49	0.110415	52.0	0.0	0.0	1376.36	0.0	33.33	0.0	0.0	230.93	0.010901
meta-question_id	8	75	20.0	0.0	0.0	254.83	0.071926	13.33	1.54	1.54	1086.11	0.101719	25.33	0.0	0.0	2061.1	0.0	16.0	0.0	0.0	221.15	0.010309
meta-question_id	9	51	58.82	0.0	0.0	127.59	0.033687	35.29	3.03	0.0	704.37	0.081622	49.02	0.0	0.0	321.71	0.0	50.98	0.0	0.0	122.29	0.004898
category	harmony	150	38.67	0.0	0.0	483.6	0.131389	30.67	8.65	0.0	1748.76	0.240108	34.67	0.0	0.0	2538.04	0.0	34.67	0.0	0.0	422.26	0.018145
category	pitch	300	43.67	0.0	0.0	1048.22	0.31768	26.67	5.45	0.45	3857.1	0.483651	36.67	0.53	0.0	6377.84	0.0	33.67	0.0	0.0	1035.53	0.045246
category	rhythm	300	50.67	0.0	0.0	972.67	0.289335	36.33	6.81	1.05	3229.55	0.443888	46.0	0.0	0.0	5989.13	0.0	38.0	0.0	0.0	907.16	0.040498
subcategory	harmonic-recognition	150	38.67	0.0	0.0	483.6	0.131389	30.67	8.65	0.0	1748.76	0.240108	34.67	0.0	0.0	2538.04	0.0	34.67	0.0	0.0	422.26	0.018145
subcategory	interval-recognition	150	41.33	0.0	0.0	550.47	0.168741	24.0	6.14	0.88	2005.82	0.223419	34.67	1.02	0.0	3938.43	0.0	34.67	0.0	0.0	540.78	0.022203
subcategory	pitch-recognition	150	46.0	0.0	0.0	497.75	0.148939	29.33	4.72	0.0	1851.28	0.260232	38.67	0.0	0.0	2439.41	0.0	32.67	0.0	0.0	494.75	0.023043
subcategory	proportion-recognition	150	36.0	0.0	0.0	492.73	0.145648	26.67	3.64	1.82	1733.6	0.212134	38.67	0.0	0.0	3437.46	0.0	24.67	0.0	0.0	452.08	0.02121
subcategory	rhythmic-recognition	150	65.33	0.0	0.0	479.94	0.143687	46.0	11.11	0.0	1495.95	0.231754	53.33	0.0	0.0	2551.67	0.0	51.33	0.0	0.0	455.08	0.019287
skill	cadence recognition	48	14.58	0.0	0.0	163.15	0.047734	16.67	10.0	0.0	395.84	0.079376	12.5	0.0	0.0	1015.83	0.0	8.33	0.0	0.0	147.78	0.006698
skill	chord recognition	51	41.18	0.0	0.0	192.87	0.049968	39.22	12.9	0.0	648.55	0.07911	41.18	0.0	0.0	1200.51	0.0	43.14	0.0	0.0	152.18	0.006549
skill	interval recognition	75	38.67	0.0	0.0	269.43	0.081093	21.33	8.47	1.69	904.69	0.112333	24.0	1.75	0.0	1917.39	0.0	30.67	0.0	0.0	268.82	0.01106
skill	interval statistics	75	44.0	0.0	0.0	281.04	0.087648	26.67	3.64	0.0	1101.12	0.111086	45.33	0.0	0.0	2021.04	0.0	38.67	0.0	0.0	271.97	0.011143
skill	note length	75	64.0	0.0	0.0	238.91	0.071555	38.67	15.22	0.0	742.68	0.113404	53.33	0.0	0.0	1105.74	0.0	46.67	0.0	0.0	230.65	0.009447
skill	note length statistics	75	66.67	0.0	0.0	241.03	0.072132	53.33	5.71	0.0	753.27	0.11835	53.33	0.0	0.0	1445.93	0.0	56.0	0.0	0.0	224.43	0.009841
skill	pitch recognition	75	38.67	0.0	0.0	240.28	0.070552	30.67	1.92	0.0	682.28	0.108381	37.33	0.0	0.0	1222.62	0.0	32.0	0.0	0.0	248.31	0.011922
skill	pitch statistics	75	53.33	0.0	0.0	257.47	0.078388	28.0	7.41	0.0	1169.0	0.151851	40.0	0.0	0.0	1216.79	0.0	33.33	0.0	0.0	246.43	0.011121
skill	rhythm pattern	75	52.0	0.0	0.0	237.91	0.073723	40.0	6.67	2.22	647.49	0.110415	52.0	0.0	0.0	1376.36	0.0	33.33	0.0	0.0	230.93	0.010901
skill	rhythm pattern statistics	75	20.0	0.0	0.0	254.83	0.071926	13.33	1.54	1.54	1086.11	0.101719	25.33	0.0	0.0	2061.1	0.0	16.0	0.0	0.0	221.15	0.010309
skill	tonality recognition	51	58.82	0.0	0.0	127.59	0.033687	35.29	3.03	0.0	704.37	0.081622	49.02	0.0	0.0	321.71	0.0	50.98	0.0	0.0	122.29	0.004898
rel/abs	absolute	351	53.56	0.0	0.0	1170.55	0.342594	37.89	8.26	0.0	3995.77	0.571096	45.3	0.0	0.0	6191.59	0.0	42.17	0.0	0.0	1102.01	0.048879
rel/abs	relative	399	38.35	0.0	0.0	1333.94	0.39581	25.56	5.39	1.01	4839.63	0.596552	35.34	0.39	0.0	8713.42	0.0	29.82	0.0	0.0	1262.94	0.055009
specification	harmony-absolute	51	41.18	0.0	0.0	192.87	0.049968	39.22	12.9	0.0	648.55	0.07911	41.18	0.0	0.0	1200.51	0.0	43.14	0.0	0.0	152.18	0.006549
specification	harmony-relative	99	37.37	0.0	0.0	290.73	0.08142	26.26	6.85	0.0	1100.21	0.160998	31.31	0.0	0.0	1337.53	0.0	30.3	0.0	0.0	270.07	0.011596
specification	pitch-absolute	150	46.0	0.0	0.0	497.75	0.148939	29.33	4.72	0.0	1851.28	0.260232	38.67	0.0	0.0	2439.41	0.0	32.67	0.0	0.0	494.75	0.023043
specification	pitch-relative	150	41.33	0.0	0.0	550.47	0.168741	24.0	6.14	0.88	2005.82	0.223419	34.67	1.02	0.0	3938.43	0.0	34.67	0.0	0.0	540.78	0.022203
specification	rhythm-absolute	150	65.33	0.0	0.0	479.94	0.143687	46.0	11.11	0.0	1495.95	0.231754	53.33	0.0	0.0	2551.67	0.0	51.33	0.0	0.0	455.08	0.019287
specification	rhythm-relative	150	36.0	0.0	0.0	492.73	0.145648	26.67	3.64	1.82	1733.6	0.212134	38.67	0.0	0.0	3437.46	0.0	24.67	0.0	0.0	452.08	0.02121
