Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
subcategory	proportion-recognition	60	35.0	28.33	23.33	25.0	41.67	21.67	31.67	18.33	21.67	33.33	31.67
subcategory	rhythmic-recognition	60	58.33	48.33	41.67	51.67	48.33	26.67	38.33	40.0	51.67	53.33	46.67
skill	cadence recognition	18	44.44	5.56	11.11	5.56	33.33	33.33	22.22	5.56	22.22	16.67	11.11
skill	chord recognition	21	33.33	38.1	28.57	38.1	23.81	4.76	33.33	14.29	42.86	28.57	33.33
skill	interval recognition	30	20.0	36.67	13.33	13.33	23.33	20.0	30.0	13.33	16.67	26.67	30.0
skill	interval statistics	30	63.33	56.67	46.67	36.67	66.67	40.0	50.0	26.67	46.67	50.0	53.33
skill	note length	30	60.0	43.33	30.0	46.67	46.67	20.0	26.67	30.0	23.33	56.67	40.0
skill	note length statistics	30	56.67	53.33	53.33	56.67	50.0	33.33	50.0	50.0	80.0	50.0	53.33
skill	pitch recognition	30	30.0	26.67	20.0	26.67	43.33	33.33	23.33	26.67	23.33	36.67	30.0
skill	pitch statistics	30	56.67	23.33	30.0	20.0	46.67	30.0	36.67	30.0	23.33	43.33	36.67
skill	rhythm pattern	30	33.33	30.0	20.0	26.67	43.33	13.33	36.67	20.0	20.0	30.0	33.33
skill	rhythm pattern statistics	30	36.67	26.67	26.67	23.33	40.0	30.0	26.67	16.67	23.33	36.67	30.0
skill	tonality recognition	21	57.14	33.33	28.57	42.86	57.14	47.62	23.81	19.05	28.57	52.38	42.86
rel/abs	absolute	141	48.23	36.88	32.62	37.59	43.26	25.53	34.04	31.21	38.3	43.97	39.01
rel/abs	relative	159	41.51	33.33	25.16	25.16	44.03	29.56	32.7	17.61	26.42	35.85	34.59
specification	harmony-absolute	21	33.33	38.1	28.57	38.1	23.81	4.76	33.33	14.29	42.86	28.57	33.33
specification	harmony-relative	39	51.28	20.51	20.51	25.64	46.15	41.03	23.08	12.82	25.64	35.9	28.21
specification	pitch-absolute	60	43.33	25.0	25.0	23.33	45.0	31.67	30.0	28.33	23.33	40.0	33.33
specification	pitch-relative	60	41.67	46.67	30.0	25.0	45.0	30.0	40.0	20.0	31.67	38.33	41.67
specification	rhythm-absolute	60	58.33	48.33	41.67	51.67	48.33	26.67	38.33	40.0	51.67	53.33	46.67
specification	rhythm-relative	60	35.0	28.33	23.33	25.0	41.67	21.67	31.67	18.33	21.67	33.33	31.67
