Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	66.67	33.33	33.33	33.33	16.67	25.0	8.33	0.0	25.0	41.67	33.33
is_nota_correct	0	60	58.33	40.0	28.33	36.67	36.67	11.67	26.67	16.67	18.33	45.0	38.33
is_nota_correct	1	15	46.67	6.67	26.67	53.33	53.33	33.33	26.67	26.67	60.0	40.0	53.33
meta-question_id	1	9	77.78	33.33	0.0	22.22	33.33	33.33	33.33	22.22	11.11	33.33	44.44
meta-question_id	10	6	50.0	50.0	16.67	66.67	66.67	16.67	0.0	0.0	33.33	33.33	16.67
meta-question_id	11	3	66.67	100.0	66.67	33.33	0.0	0.0	0.0	33.33	33.33	66.67	0.0
meta-question_id	2	6	66.67	0.0	16.67	50.0	33.33	16.67	50.0	16.67	16.67	33.33	33.33
meta-question_id	3	9	22.22	22.22	55.56	33.33	55.56	22.22	11.11	11.11	22.22	33.33	11.11
meta-question_id	4	6	66.67	50.0	33.33	50.0	50.0	16.67	33.33	33.33	50.0	33.33	50.0
meta-question_id	5	9	66.67	55.56	44.44	55.56	66.67	0.0	77.78	11.11	33.33	66.67	77.78
meta-question_id	6	6	33.33	0.0	16.67	16.67	16.67	0.0	0.0	16.67	50.0	50.0	50.0
meta-question_id	7	9	33.33	44.44	22.22	33.33	22.22	22.22	11.11	11.11	22.22	44.44	33.33
meta-question_id	8	6	66.67	0.0	16.67	33.33	0.0	0.0	0.0	0.0	0.0	33.33	16.67
meta-question_id	9	6	83.33	33.33	33.33	50.0	66.67	33.33	50.0	66.67	33.33	66.67	100.0
category	harmony	15	66.67	53.33	33.33	53.33	53.33	20.0	20.0	33.33	33.33	53.33	46.67
category	pitch	30	56.67	26.67	26.67	36.67	43.33	23.33	30.0	20.0	23.33	33.33	33.33
category	rhythm	30	50.0	30.0	26.67	36.67	30.0	6.67	26.67	10.0	26.67	50.0	46.67
subcategory	harmonic-recognition	15	66.67	53.33	33.33	53.33	53.33	20.0	20.0	33.33	33.33	53.33	46.67
subcategory	interval-recognition	15	40.0	33.33	46.67	40.0	53.33	20.0	20.0	20.0	33.33	33.33	26.67
subcategory	pitch-recognition	15	73.33	20.0	6.67	33.33	33.33	26.67	40.0	20.0	13.33	33.33	40.0
subcategory	proportion-recognition	15	46.67	26.67	20.0	33.33	13.33	13.33	6.67	6.67	13.33	40.0	26.67
subcategory	rhythmic-recognition	15	53.33	33.33	33.33	40.0	46.67	0.0	46.67	13.33	40.0	60.0	66.67
skill	cadence recognition	3	66.67	100.0	66.67	33.33	0.0	0.0	0.0	33.33	33.33	66.67	0.0
skill	chord recognition	6	50.0	50.0	16.67	66.67	66.67	16.67	0.0	0.0	33.33	33.33	16.67
skill	interval recognition	9	22.22	22.22	55.56	33.33	55.56	22.22	11.11	11.11	22.22	33.33	11.11
skill	interval statistics	6	66.67	50.0	33.33	50.0	50.0	16.67	33.33	33.33	50.0	33.33	50.0
skill	note length	9	66.67	55.56	44.44	55.56	66.67	0.0	77.78	11.11	33.33	66.67	77.78
skill	note length statistics	6	33.33	0.0	16.67	16.67	16.67	0.0	0.0	16.67	50.0	50.0	50.0
skill	pitch recognition	9	77.78	33.33	0.0	22.22	33.33	33.33	33.33	22.22	11.11	33.33	44.44
skill	pitch statistics	6	66.67	0.0	16.67	50.0	33.33	16.67	50.0	16.67	16.67	33.33	33.33
skill	rhythm pattern	9	33.33	44.44	22.22	33.33	22.22	22.22	11.11	11.11	22.22	44.44	33.33
skill	rhythm pattern statistics	6	66.67	0.0	16.67	33.33	0.0	0.0	0.0	0.0	0.0	33.33	16.67
skill	tonality recognition	6	83.33	33.33	33.33	50.0	66.67	33.33	50.0	66.67	33.33	66.67	100.0
rel/abs	absolute	36	61.11	30.56	19.44	41.67	44.44	13.89	36.11	13.89	27.78	44.44	47.22
rel/abs	relative	39	51.28	35.9	35.9	38.46	35.9	17.95	17.95	23.08	25.64	43.59	35.9
specification	harmony-absolute	6	50.0	50.0	16.67	66.67	66.67	16.67	0.0	0.0	33.33	33.33	16.67
specification	harmony-relative	9	77.78	55.56	44.44	44.44	44.44	22.22	33.33	55.56	33.33	66.67	66.67
specification	pitch-absolute	15	73.33	20.0	6.67	33.33	33.33	26.67	40.0	20.0	13.33	33.33	40.0
specification	pitch-relative	15	40.0	33.33	46.67	40.0	53.33	20.0	20.0	20.0	33.33	33.33	26.67
specification	rhythm-absolute	15	53.33	33.33	33.33	40.0	46.67	0.0	46.67	13.33	40.0	60.0	66.67
specification	rhythm-relative	15	46.67	26.67	20.0	33.33	13.33	13.33	6.67	6.67	13.33	40.0	26.67
