Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
meta-question_id	2	75	49.33	0.0	0.0	242.63	0.07151	38.67	2.17	0.0	1180.6	0.136838	37.33	0.0	0.0	1011.68	0.0	30.67	0.0	0.0	213.37	0.009655
meta-question_id	3	75	44.0	0.0	0.0	292.53	0.084165	22.67	6.9	0.0	619.8	0.123125	32.0	0.0	0.0	2015.88	0.0	36.0	0.0	0.0	262.38	0.011206
meta-question_id	4	75	61.33	0.0	0.0	281.72	0.08311	32.0	7.84	0.0	758.91	0.124239	36.0	0.0	0.0	2718.1	0.0	48.0	0.0	0.0	274.8	0.012232
meta-question_id	5	75	65.33	0.0	0.0	251.14	0.076334	58.67	9.68	0.0	385.32	0.123849	50.67	0.0	0.0	1355.09	0.0	41.33	0.0	0.0	230.2	0.009796
meta-question_id	6	75	49.33	0.0	0.0	265.63	0.075007	41.33	18.18	0.0	713.73	0.106129	48.0	0.0	0.0	1392.75	0.0	54.67	0.0	0.0	278.32	0.012264
meta-question_id	7	75	50.67	0.0	0.0	260.39	0.080268	42.67	9.3	0.0	748.93	0.124383	42.67	0.0	0.0	1696.27	0.0	40.0	0.0	0.0	270.28	0.012103
meta-question_id	8	75	18.67	0.0	0.0	270.95	0.073322	20.0	1.67	0.0	703.91	0.12561	18.67	0.0	0.0	1861.51	0.0	9.33	0.0	0.0	232.48	0.01089
meta-question_id	9	51	70.59	0.0	0.0	137.63	0.033452	43.14	3.45	0.0	378.42	0.078409	41.18	0.0	0.0	309.81	0.0	45.1	0.0	0.0	145.92	0.004892
category	harmony	150	52.0	0.0	0.0	472.35	0.126524	37.33	4.26	0.0	876.96	0.231816	34.67	0.0	0.0	2636.49	0.0	36.67	0.0	0.0	467.8	0.017825
category	pitch	300	46.67	0.0	0.0	1077.81	0.314292	29.0	4.23	0.0	2931.59	0.496071	35.33	0.0	0.0	7110.37	0.0	36.67	0.0	0.0	991.77	0.042521
category	rhythm	300	46.0	0.0	0.0	1048.11	0.304931	40.67	8.99	0.0	2551.9	0.479972	40.0	0.0	0.0	6305.62	0.0	36.33	0.0	0.0	1011.28	0.045054
subcategory	harmonic-recognition	150	52.0	0.0	0.0	472.35	0.126524	37.33	4.26	0.0	876.96	0.231816	34.67	0.0	0.0	2636.49	0.0	36.67	0.0	0.0	467.8	0.017825
subcategory	interval-recognition	150	52.67	0.0	0.0	574.25	0.167275	27.33	7.34	0.0	1378.71	0.247364	34.0	0.0	0.0	4733.99	0.0	42.0	0.0	0.0	537.18	0.023438
subcategory	pitch-recognition	150	40.67	0.0	0.0	503.57	0.147018	30.67	0.96	0.0	1552.88	0.248707	36.67	0.0	0.0	2376.38	0.0	31.33	0.0	0.0	454.59	0.019083
subcategory	proportion-recognition	150	34.67	0.0	0.0	531.34	0.15359	31.33	4.85	0.0	1452.84	0.249993	30.67	0.0	0.0	3557.79	0.0	24.67	0.0	0.0	502.76	0.022994
subcategory	rhythmic-recognition	150	57.33	0.0	0.0	516.77	0.151341	50.0	14.67	0.0	1099.06	0.229978	49.33	0.0	0.0	2747.84	0.0	48.0	0.0	0.0	508.52	0.02206
skill	cadence recognition	48	29.17	0.0	0.0	158.92	0.047463	25.0	5.56	0.0	281.99	0.079416	27.08	0.0	0.0	1296.82	0.0	16.67	0.0	0.0	166.19	0.006694
skill	chord recognition	51	54.9	0.0	0.0	175.8	0.045609	43.14	3.45	0.0	216.55	0.073991	35.29	0.0	0.0	1029.87	0.0	47.06	0.0	0.0	155.69	0.006239
skill	interval recognition	75	44.0	0.0	0.0	292.53	0.084165	22.67	6.9	0.0	619.8	0.123125	32.0	0.0	0.0	2015.88	0.0	36.0	0.0	0.0	262.38	0.011206
skill	interval statistics	75	61.33	0.0	0.0	281.72	0.08311	32.0	7.84	0.0	758.91	0.124239	36.0	0.0	0.0	2718.1	0.0	48.0	0.0	0.0	274.8	0.012232
skill	note length	75	65.33	0.0	0.0	251.14	0.076334	58.67	9.68	0.0	385.32	0.123849	50.67	0.0	0.0	1355.09	0.0	41.33	0.0	0.0	230.2	0.009796
skill	note length statistics	75	49.33	0.0	0.0	265.63	0.075007	41.33	18.18	0.0	713.73	0.106129	48.0	0.0	0.0	1392.75	0.0	54.67	0.0	0.0	278.32	0.012264
skill	pitch recognition	75	32.0	0.0	0.0	260.94	0.075508	22.67	0.0	0.0	372.28	0.111869	36.0	0.0	0.0	1364.7	0.0	32.0	0.0	0.0	241.22	0.009428
skill	pitch statistics	75	49.33	0.0	0.0	242.63	0.07151	38.67	2.17	0.0	1180.6	0.136838	37.33	0.0	0.0	1011.68	0.0	30.67	0.0	0.0	213.37	0.009655
skill	rhythm pattern	75	50.67	0.0	0.0	260.39	0.080268	42.67	9.3	0.0	748.93	0.124383	42.67	0.0	0.0	1696.27	0.0	40.0	0.0	0.0	270.28	0.012103
skill	rhythm pattern statistics	75	18.67	0.0	0.0	270.95	0.073322	20.0	1.67	0.0	703.91	0.12561	18.67	0.0	0.0	1861.51	0.0	9.33	0.0	0.0	232.48	0.01089
skill	tonality recognition	51	70.59	0.0	0.0	137.63	0.033452	43.14	3.45	0.0	378.42	0.078409	41.18	0.0	0.0	309.81	0.0	45.1	0.0	0.0	145.92	0.004892
rel/abs	absolute	351	49.86	0.0	0.0	1196.14	0.343968	40.74	6.25	0.0	2868.48	0.552676	41.88	0.0	0.0	6154.09	0.0	40.74	0.0	0.0	1118.8	0.047382
rel/abs	relative	399	45.36	0.0	0.0	1402.13	0.401779	30.58	5.78	0.0	3491.97	0.655182	32.83	0.0	0.0	9898.4	0.0	32.83	0.0	0.0	1352.05	0.058018
specification	harmony-absolute	51	54.9	0.0	0.0	175.8	0.045609	43.14	3.45	0.0	216.55	0.073991	35.29	0.0	0.0	1029.87	0.0	47.06	0.0	0.0	155.69	0.006239
specification	harmony-relative	99	50.51	0.0	0.0	296.55	0.080914	34.34	4.62	0.0	660.41	0.157825	34.34	0.0	0.0	1606.63	0.0	31.31	0.0	0.0	312.11	0.011586
specification	pitch-absolute	150	40.67	0.0	0.0	503.57	0.147018	30.67	0.96	0.0	1552.88	0.248707	36.67	0.0	0.0	2376.38	0.0	31.33	0.0	0.0	454.59	0.019083
specification	pitch-relative	150	52.67	0.0	0.0	574.25	0.167275	27.33	7.34	0.0	1378.71	0.247364	34.0	0.0	0.0	4733.99	0.0	42.0	0.0	0.0	537.18	0.023438
specification	rhythm-absolute	150	57.33	0.0	0.0	516.77	0.151341	50.0	14.67	0.0	1099.06	0.229978	49.33	0.0	0.0	2747.84	0.0	48.0	0.0	0.0	508.52	0.02206
specification	rhythm-relative	150	34.67	0.0	0.0	531.34	0.15359	31.33	4.85	0.0	1452.84	0.249993	30.67	0.0	0.0	3557.79	0.0	24.67	0.0	0.0	502.76	0.022994
