Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price
category	rhythm	600	44.67	0.0	0.0	1992.4	0.593268	33.33	0.0	0.0	1862.96	0.084656	35.0	7.18	0.0	4200.34	0.955054
subcategory	harmonic-recognition	300	41.0	0.0	0.0	953.97	0.267176	34.0	0.0	0.0	1031.04	0.038289	29.33	6.6	0.0	2051.17	0.476501
subcategory	interval-recognition	300	46.33	0.0	0.0	1119.52	0.341144	37.33	0.53	0.0	1284.67	0.04585	28.0	3.7	0.0	5928.4	0.609684
subcategory	pitch-recognition	300	41.33	0.0	0.0	1099.9	0.291696	28.33	0.47	0.0	1088.89	0.038248	31.0	1.93	0.0	2210.18	0.472146
subcategory	proportion-recognition	300	36.67	0.0	0.0	970.58	0.290454	25.0	0.0	0.0	921.79	0.042043	30.33	5.74	0.0	2164.92	0.47084
subcategory	rhythmic-recognition	300	52.67	0.0	0.0	1021.82	0.302814	41.67	0.0	0.0	941.18	0.042614	39.67	8.84	0.0	2035.42	0.484213
skill	cadence recognition	120	29.17	0.0	0.0	415.96	0.120094	17.5	0.0	0.0	431.37	0.016609	20.0	3.12	0.0	767.37	0.198443
skill	chord recognition	120	43.33	0.0	0.0	383.31	0.108249	45.0	0.0	0.0	438.81	0.015806	34.17	13.92	0.0	1072.99	0.189239
skill	interval recognition	150	36.0	0.0	0.0	577.58	0.170552	26.0	0.0	0.0	743.86	0.023353	22.0	3.42	0.0	1080.13	0.243331
skill	interval statistics	150	56.67	0.0	0.0	541.94	0.170591	48.67	1.3	0.0	540.81	0.022497	34.0	4.04	0.0	4848.26	0.366353
skill	note length	150	56.67	0.0	0.0	504.23	0.147368	32.67	0.0	0.0	436.71	0.019134	44.0	9.52	0.0	1216.6	0.244952
skill	note length statistics	150	48.67	0.0	0.0	517.59	0.155447	50.67	0.0	0.0	504.47	0.023479	35.33	8.25	0.0	818.82	0.239261
skill	pitch recognition	150	37.33	0.0	0.0	531.17	0.142248	23.33	0.0	0.0	514.02	0.018978	26.67	0.0	0.0	883.11	0.230021
skill	pitch statistics	150	45.33	0.0	0.0	568.73	0.149447	33.33	1.0	0.0	574.87	0.01927	35.33	4.12	0.0	1327.06	0.242125
skill	rhythm pattern	150	49.33	0.0	0.0	483.33	0.148493	36.0	0.0	0.0	468.28	0.02169	40.0	10.0	0.0	1223.18	0.246332
skill	rhythm pattern statistics	150	24.0	0.0	0.0	487.24	0.141961	14.0	0.0	0.0	453.51	0.020353	20.67	2.52	0.0	941.74	0.224509
skill	tonality recognition	60	60.0	0.0	0.0	154.69	0.038832	45.0	0.0	0.0	160.87	0.005874	38.33	0.0	0.0	210.81	0.088819
rel/abs	absolute	720	46.39	0.0	0.0	2505.04	0.702759	36.67	0.22	0.0	2468.87	0.096668	35.14	6.64	0.0	5318.59	1.145598
rel/abs	relative	780	41.03	0.0	0.0	2660.75	0.790524	30.13	0.18	0.0	2798.69	0.110375	28.46	4.12	0.0	9071.5	1.367787
specification	harmony-absolute	120	43.33	0.0	0.0	383.31	0.108249	45.0	0.0	0.0	438.81	0.015806	34.17	13.92	0.0	1072.99	0.189239
specification	harmony-relative	180	39.44	0.0	0.0	570.65	0.158926	26.67	0.0	0.0	592.23	0.022483	26.11	2.26	0.0	978.18	0.287262
specification	pitch-absolute	300	41.33	0.0	0.0	1099.9	0.291696	28.33	0.47	0.0	1088.89	0.038248	31.0	1.93	0.0	2210.18	0.472146
specification	pitch-relative	300	46.33	0.0	0.0	1119.52	0.341144	37.33	0.53	0.0	1284.67	0.04585	28.0	3.7	0.0	5928.4	0.609684
specification	rhythm-absolute	300	52.67	0.0	0.0	1021.82	0.302814	41.67	0.0	0.0	941.18	0.042614	39.67	8.84	0.0	2035.42	0.484213
specification	rhythm-relative	300	36.67	0.0	0.0	970.58	0.290454	25.0	0.0	0.0	921.79	0.042043	30.33	5.74	0.0	2164.92	0.47084
