Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price	aggregate-mistral_Mean_Accuracy_(10_runs)	aggregate-mistral_Mean_Unparsable_Percent	aggregate-mistral_Mean_Model_Error_Percent	aggregate-mistral_Sum_Total_Time_s	aggregate-mistral_Sum_Total_Price	google_gemini-2.5-flash-lite_Mean_Accuracy_(10_runs)	google_gemini-2.5-flash-lite_Mean_Unparsable_Percent	google_gemini-2.5-flash-lite_Mean_Model_Error_Percent	google_gemini-2.5-flash-lite_Sum_Total_Time_s	google_gemini-2.5-flash-lite_Sum_Total_Price	aggregate-gpt-4o_Mean_Accuracy_(10_runs)	aggregate-gpt-4o_Mean_Unparsable_Percent	aggregate-gpt-4o_Mean_Model_Error_Percent	aggregate-gpt-4o_Sum_Total_Time_s	aggregate-gpt-4o_Sum_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Accuracy_(10_runs)	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Price
category	rhythm	36.501	0.128	0.0	4194.93	0.1728	48.001	0.0	0.0	4010.59	1.1815	39.5	4.251	0.145	14092.17	1.9593	41.082	0.0	0.0	16839.81	2.2693	39.666	1.069	0.0	4817.31	10.9863	44.752	0.156	0.0	24959.87	0.0
subcategory	harmonic-recognition	38.333	0.0	0.0	1942.55	0.0717	45.833	0.0	0.0	1908.1	0.5109	33.333	3.838	0.513	6314.26	0.9369	36.501	0.0	0.0	7467.16	0.9542	35.998	3.639	0.0	2109.43	4.9962	38.999	0.233	0.0	9787.45	0.0
subcategory	interval-recognition	34.0	0.0	0.0	2108.47	0.09	43.168	0.0	0.0	2177.67	0.6557	28.999	2.518	0.688	7137.21	0.9474	36.332	0.0	0.0	12503.97	1.8114	36.833	1.089	0.0	2318.93	5.3044	36.666	0.0	0.0	17484.46	0.0
subcategory	pitch-recognition	32.333	0.0	0.0	1957.49	0.0789	42.499	0.0	0.0	2040.25	0.6011	27.835	1.162	0.911	8037.43	1.0067	38.666	0.0	0.0	6282.69	0.8611	36.667	0.244	0.0	1967.33	4.8317	36.0	0.0	0.0	9628.45	0.0
subcategory	proportion-recognition	26.666	0.244	0.0	2163.79	0.0862	37.5	0.0	0.0	2010.6	0.5704	28.835	4.302	0.244	6949.76	0.9506	33.666	0.0	0.0	8807.89	1.1804	29.335	0.213	0.0	2293.43	5.3181	35.166	0.0	0.0	13761.82	0.0
subcategory	rhythmic-recognition	46.333	0.0	0.0	2031.13	0.0866	58.499	0.0	0.0	2000.0	0.6111	50.168	4.32	0.0	7142.4	1.0087	48.5	0.0	0.0	8031.93	1.0889	50.0	2.189	0.0	2523.88	5.6682	54.334	0.435	0.0	11198.05	0.0
skill	cadence recognition	28.333	0.0	0.0	638.97	0.0243	30.555	0.0	0.0	630.29	0.1748	28.335	4.105	0.0	1831.68	0.2783	30.555	0.0	0.0	2985.11	0.3886	25.555	6.042	0.0	743.21	1.5698	31.667	0.0	0.0	3059.86	0.0
skill	chord recognition	40.954	0.0	0.0	712.29	0.0271	42.382	0.0	0.0	701.54	0.1967	33.811	4.5	0.0	2352.47	0.3423	35.238	0.0	0.0	3092.48	0.4059	32.381	4.174	0.0	749.67	1.8249	30.952	0.667	0.0	5495.01	0.0
skill	interval recognition	23.333	0.0	0.0	1041.06	0.0452	34.667	0.0	0.0	1041.39	0.3186	22.334	2.457	0.417	2662.27	0.4736	31.333	0.0	0.0	5339.6	0.7949	24.001	1.932	0.0	1149.45	2.6922	29.667	0.0	0.0	7675.79	0.0
skill	interval statistics	44.666	0.0	0.0	1067.41	0.0448	51.666	0.0	0.0	1136.29	0.3371	35.667	2.578	1.067	4474.94	0.4738	41.332	0.0	0.0	7164.38	1.0166	49.666	0.0	0.0	1169.45	2.6122	43.667	0.0	0.0	9808.66	0.0
skill	note length	32.333	0.0	0.0	942.24	0.0394	57.667	0.0	0.0	992.4	0.309	45.001	4.801	0.0	3625.75	0.5016	46.333	0.0	0.0	3431.64	0.46	43.668	3.374	0.0	1181.52	2.6821	46.667	0.667	0.0	5552.14	0.0
skill	note length statistics	60.334	0.0	0.0	1088.91	0.0472	59.334	0.0	0.0	1007.61	0.3021	55.334	3.959	0.0	3516.63	0.5071	50.668	0.0	0.0	4600.29	0.6289	56.333	0.714	0.0	1342.35	2.9861	61.999	0.0	0.0	5645.89	0.0
skill	pitch recognition	28.334	0.0	0.0	1007.79	0.0397	33.332	0.0	0.0	1038.34	0.3065	24.667	0.872	1.333	4068.17	0.508	34.668	0.0	0.0	3353.72	0.4701	32.0	0.455	0.0	1007.71	2.5111	34.333	0.0	0.0	5765.73	0.0
skill	pitch statistics	36.334	0.0	0.0	949.7	0.0392	51.666	0.0	0.0	1001.91	0.2946	31.001	1.309	0.476	3969.23	0.4986	42.666	0.0	0.0	2928.96	0.391	41.334	0.0	0.0	959.6	2.3206	37.667	0.0	0.0	3862.7	0.0
skill	rhythm pattern	37.001	0.526	0.0	1067.73	0.0433	47.333	0.0	0.0	972.96	0.2897	41.668	8.468	0.0	3369.44	0.4655	38.666	0.0	0.0	3863.01	0.5276	42.0	0.5	0.0	1149.64	2.6745	46.999	0.0	0.0	6030.73	0.0
skill	rhythm pattern statistics	16.333	0.0	0.0	1096.04	0.0429	27.667	0.0	0.0	1037.63	0.2807	16.0	1.867	0.476	3580.34	0.4851	28.666	0.0	0.0	4944.88	0.6528	16.666	0.0	0.0	1143.78	2.6436	23.334	0.0	0.0	7731.1	0.0
skill	tonality recognition	44.285	0.0	0.0	591.33	0.0204	62.38	0.0	0.0	576.27	0.1394	37.144	2.252	1.623	2130.14	0.3163	42.857	0.0	0.0	1389.57	0.1597	48.573	0.0	0.0	616.56	1.6015	53.334	0.0	0.0	1232.57	0.0
rel/abs	absolute	39.574	0.0	0.0	4700.87	0.1926	49.29	0.0	0.0	4741.79	1.409	38.227	2.844	0.468	17532.26	2.3577	42.34	0.0	0.0	17407.1	2.3559	41.702	1.69	0.0	5240.86	12.3248	43.049	0.262	0.0	26321.48	0.0
rel/abs	relative	31.948	0.093	0.0	5502.56	0.2208	42.138	0.0	0.0	5394.8	1.5403	29.938	3.407	0.544	18048.78	2.4926	35.535	0.0	0.0	25686.52	3.5402	34.277	1.235	0.0	5972.09	13.7938	37.737	0.0	0.0	35538.72	0.0
specification	harmony-absolute	40.954	0.0	0.0	712.29	0.0271	42.382	0.0	0.0	701.54	0.1967	33.811	4.5	0.0	2352.47	0.3423	35.238	0.0	0.0	3092.48	0.4059	32.381	4.174	0.0	749.67	1.8249	30.952	0.667	0.0	5495.01	0.0
specification	harmony-relative	36.923	0.0	0.0	1230.28	0.0447	47.691	0.0	0.0	1206.53	0.3142	33.077	3.336	0.883	3961.79	0.5946	37.18	0.0	0.0	4374.65	0.5483	37.95	3.276	0.0	1359.77	3.1712	43.333	0.0	0.0	4292.43	0.0
specification	pitch-absolute	32.333	0.0	0.0	1957.49	0.0789	42.499	0.0	0.0	2040.25	0.6011	27.835	1.162	0.911	8037.43	1.0067	38.666	0.0	0.0	6282.69	0.8611	36.667	0.244	0.0	1967.33	4.8317	36.0	0.0	0.0	9628.45	0.0
specification	pitch-relative	34.0	0.0	0.0	2108.47	0.09	43.168	0.0	0.0	2177.67	0.6557	28.999	2.518	0.688	7137.21	0.9474	36.332	0.0	0.0	12503.97	1.8114	36.833	1.089	0.0	2318.93	5.3044	36.666	0.0	0.0	17484.46	0.0
specification	rhythm-absolute	46.333	0.0	0.0	2031.13	0.0866	58.499	0.0	0.0	2000.0	0.6111	50.168	4.32	0.0	7142.4	1.0087	48.5	0.0	0.0	8031.93	1.0889	50.0	2.189	0.0	2523.88	5.6682	54.334	0.435	0.0	11198.05	0.0
specification	rhythm-relative	26.666	0.244	0.0	2163.79	0.0862	37.5	0.0	0.0	2010.6	0.5704	28.835	4.302	0.244	6949.76	0.9506	33.666	0.0	0.0	8807.89	1.1804	29.335	0.213	0.0	2293.43	5.3181	35.166	0.0	0.0	13761.82	0.0
