Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price	aggregate-mistral_Mean_Accuracy_(10_runs)	aggregate-mistral_Mean_Unparsable_Percent	aggregate-mistral_Mean_Model_Error_Percent	aggregate-mistral_Sum_Total_Time_s	aggregate-mistral_Sum_Total_Price	google_gemini-2.5-flash-lite_Mean_Accuracy_(10_runs)	google_gemini-2.5-flash-lite_Mean_Unparsable_Percent	google_gemini-2.5-flash-lite_Mean_Model_Error_Percent	google_gemini-2.5-flash-lite_Sum_Total_Time_s	google_gemini-2.5-flash-lite_Sum_Total_Price	aggregate-gpt-4o_Mean_Accuracy_(10_runs)	aggregate-gpt-4o_Mean_Unparsable_Percent	aggregate-gpt-4o_Mean_Model_Error_Percent	aggregate-gpt-4o_Sum_Total_Time_s	aggregate-gpt-4o_Sum_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Accuracy_(10_runs)	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Price
meta-question_id	6	33.334	0.0	0.0	256.31	0.0121	53.333	0.0	0.0	261.35	0.0602	40.0	4.5	5.333	1020.3	0.1029	43.333	0.0	0.0	1177.65	0.1689	58.333	0.0	0.0	260.91	0.6289	43.333	0.0	0.0	1191.3	0.0
meta-question_id	7	32.22	0.0	0.0	286.13	0.013	37.778	0.0	0.0	318.33	0.0958	37.776	4.762	0.0	1037.92	0.1454	38.886	0.0	0.0	1247.59	0.1799	42.22	0.0	0.0	372.87	0.8463	47.777	0.0	0.0	1787.19	0.0
meta-question_id	8	23.335	0.0	0.0	186.58	0.0084	36.667	0.0	0.0	200.61	0.0556	31.666	0.0	0.0	607.57	0.0881	28.334	0.0	0.0	1053.84	0.1472	18.334	0.0	0.0	223.51	0.5114	20.0	0.0	0.0	1620.44	0.0
meta-question_id	9	60.0	0.0	0.0	140.61	0.006	71.664	0.0	0.0	163.39	0.0403	45.0	3.333	0.0	522.02	0.0996	58.334	0.0	0.0	320.93	0.037	65.001	0.0	0.0	171.71	0.4906	71.667	0.0	0.0	284.08	0.0
category	harmony	40.667	0.0	0.0	415.63	0.0182	51.332	0.0	0.0	506.55	0.1288	34.666	5.988	0.0	1763.92	0.2459	42.001	0.0	0.0	1757.98	0.2261	41.332	6.762	0.0	495.43	1.2612	47.332	0.0	0.0	1951.36	0.0
category	pitch	34.667	0.0	0.0	947.78	0.043	46.668	0.0	0.0	1119.03	0.3145	26.668	1.644	0.435	3940.5	0.5238	39.666	0.0	0.0	4385.38	0.628	35.0	0.556	0.0	1076.1	2.6521	42.666	0.0	0.0	6788.45	0.0
category	rhythm	33.667	0.0	0.0	997.22	0.045	44.667	0.0	0.0	1097.59	0.2996	41.335	3.219	1.151	3558.2	0.4809	39.334	0.0	0.0	4456.1	0.632	41.333	1.088	0.0	1203.55	2.7938	44.332	0.0	0.0	6167.3	0.0
subcategory	harmonic-recognition	40.667	0.0	0.0	415.63	0.0182	51.332	0.0	0.0	506.55	0.1288	34.666	5.988	0.0	1763.92	0.2459	42.001	0.0	0.0	1757.98	0.2261	41.332	6.762	0.0	495.43	1.2612	47.332	0.0	0.0	1951.36	0.0
subcategory	interval-recognition	35.335	0.0	0.0	489.24	0.0221	48.668	0.0	0.0	565.3	0.1627	26.668	3.199	1.111	2249.23	0.2513	42.666	0.0	0.0	2948.21	0.4323	37.334	1.25	0.0	574.87	1.3322	43.333	0.0	0.0	4439.67	0.0
subcategory	pitch-recognition	34.0	0.0	0.0	458.55	0.0209	44.666	0.0	0.0	553.75	0.1518	26.666	0.0	0.0	1691.25	0.2725	36.667	0.0	0.0	1437.18	0.1957	32.666	0.0	0.0	501.21	1.3198	42.0	0.0	0.0	2348.78	0.0
subcategory	proportion-recognition	28.667	0.0	0.0	472.72	0.0214	37.333	0.0	0.0	518.93	0.1514	35.334	3.068	0.0	1645.48	0.2335	34.667	0.0	0.0	2301.41	0.3271	32.666	0.0	0.0	596.38	1.3577	36.666	0.0	0.0	3407.62	0.0
subcategory	rhythmic-recognition	38.667	0.0	0.0	524.5	0.0236	52.0	0.0	0.0	578.67	0.1481	47.335	3.75	3.111	1912.75	0.2475	44.001	0.0	0.0	2154.69	0.3049	49.999	2.858	0.0	607.18	1.4361	52.0	0.0	0.0	2759.67	0.0
skill	cadence recognition	19.999	0.0	0.0	98.04	0.0044	26.666	0.0	0.0	123.89	0.031	9.999	0.0	0.0	229.33	0.0489	16.667	0.0	0.0	507.23	0.0656	20.0	13.332	0.0	115.94	0.275	16.666	0.0	0.0	541.98	0.0
skill	chord recognition	31.667	0.0	0.0	176.98	0.0078	43.332	0.0	0.0	219.29	0.0576	36.667	13.5	0.0	1012.57	0.0974	38.333	0.0	0.0	929.82	0.1235	28.334	5.333	0.0	207.81	0.4956	38.334	0.0	0.0	1125.28	0.0
skill	interval recognition	24.442	0.0	0.0	296.42	0.0135	32.22	0.0	0.0	326.43	0.0983	21.109	2.54	0.0	876.88	0.141	37.777	0.0	0.0	1502.23	0.22	24.442	1.429	0.0	336.72	0.8043	38.887	0.0	0.0	2495.65	0.0
skill	interval statistics	51.667	0.0	0.0	192.82	0.0086	73.333	0.0	0.0	238.88	0.0644	34.999	4.167	2.5	1372.35	0.1103	50.0	0.0	0.0	1445.97	0.2123	56.666	0.0	0.0	238.15	0.528	50.001	0.0	0.0	1944.03	0.0
skill	note length	42.221	0.0	0.0	268.17	0.0115	51.11	0.0	0.0	317.33	0.0879	52.224	1.429	0.0	892.43	0.1446	44.443	0.0	0.0	977.05	0.136	44.444	4.167	0.0	346.28	0.8072	57.78	0.0	0.0	1568.37	0.0
skill	note length statistics	33.334	0.0	0.0	256.31	0.0121	53.333	0.0	0.0	261.35	0.0602	40.0	4.5	5.333	1020.3	0.1029	43.333	0.0	0.0	1177.65	0.1689	58.333	0.0	0.0	260.91	0.6289	43.333	0.0	0.0	1191.3	0.0
skill	pitch recognition	28.886	0.0	0.0	271.51	0.0124	37.776	0.0	0.0	332.95	0.089	18.888	0.0	0.0	702.85	0.1431	32.221	0.0	0.0	876.17	0.1164	26.664	0.0	0.0	298.25	0.77	37.776	0.0	0.0	1711.51	0.0
skill	pitch statistics	41.668	0.0	0.0	187.06	0.0085	55.001	0.0	0.0	220.78	0.0629	38.334	0.0	0.0	988.4	0.1294	43.332	0.0	0.0	561.01	0.0794	41.666	0.0	0.0	202.94	0.5498	48.332	0.0	0.0	637.27	0.0
skill	rhythm pattern	32.22	0.0	0.0	286.13	0.013	37.778	0.0	0.0	318.33	0.0958	37.776	4.762	0.0	1037.92	0.1454	38.886	0.0	0.0	1247.59	0.1799	42.22	0.0	0.0	372.87	0.8463	47.777	0.0	0.0	1787.19	0.0
skill	rhythm pattern statistics	23.335	0.0	0.0	186.58	0.0084	36.667	0.0	0.0	200.61	0.0556	31.666	0.0	0.0	607.57	0.0881	28.334	0.0	0.0	1053.84	0.1472	18.334	0.0	0.0	223.51	0.5114	20.0	0.0	0.0	1620.44	0.0
skill	tonality recognition	60.0	0.0	0.0	140.61	0.006	71.664	0.0	0.0	163.39	0.0403	45.0	3.333	0.0	522.02	0.0996	58.334	0.0	0.0	320.93	0.037	65.001	0.0	0.0	171.71	0.4906	71.667	0.0	0.0	284.08	0.0
rel/abs	absolute	35.556	0.0	0.0	1160.0	0.0523	47.498	0.0	0.0	1351.67	0.3575	36.946	3.584	0.952	4616.56	0.6173	40.0	0.0	0.0	4521.69	0.6242	39.167	2.031	0.0	1316.2	3.2515	45.556	0.0	0.0	6233.75	0.0
rel/abs	relative	35.385	0.0	0.0	1200.58	0.0539	46.154	0.0	0.0	1371.52	0.3854	31.538	2.904	0.385	4646.09	0.6333	40.001	0.0	0.0	6077.81	0.862	38.461	1.985	0.0	1458.89	3.4555	43.077	0.0	0.0	8673.34	0.0
specification	harmony-absolute	31.667	0.0	0.0	176.98	0.0078	43.332	0.0	0.0	219.29	0.0576	36.667	13.5	0.0	1012.57	0.0974	38.333	0.0	0.0	929.82	0.1235	28.334	5.333	0.0	207.81	0.4956	38.334	0.0	0.0	1125.28	0.0
specification	harmony-relative	46.667	0.0	0.0	238.62	0.0104	56.668	0.0	0.0	287.28	0.0713	33.331	2.0	0.0	751.36	0.1485	44.444	0.0	0.0	828.17	0.1026	50.0	8.25	0.0	287.65	0.7656	53.334	0.0	0.0	826.06	0.0
specification	pitch-absolute	34.0	0.0	0.0	458.55	0.0209	44.666	0.0	0.0	553.75	0.1518	26.666	0.0	0.0	1691.25	0.2725	36.667	0.0	0.0	1437.18	0.1957	32.666	0.0	0.0	501.21	1.3198	42.0	0.0	0.0	2348.78	0.0
specification	pitch-relative	35.335	0.0	0.0	489.24	0.0221	48.668	0.0	0.0	565.3	0.1627	26.668	3.199	1.111	2249.23	0.2513	42.666	0.0	0.0	2948.21	0.4323	37.334	1.25	0.0	574.87	1.3322	43.333	0.0	0.0	4439.67	0.0
specification	rhythm-absolute	38.667	0.0	0.0	524.5	0.0236	52.0	0.0	0.0	578.67	0.1481	47.335	3.75	3.111	1912.75	0.2475	44.001	0.0	0.0	2154.69	0.3049	49.999	2.858	0.0	607.18	1.4361	52.0	0.0	0.0	2759.67	0.0
specification	rhythm-relative	28.667	0.0	0.0	472.72	0.0214	37.333	0.0	0.0	518.93	0.1514	35.334	3.068	0.0	1645.48	0.2335	34.667	0.0	0.0	2301.41	0.3271	32.666	0.0	0.0	596.38	1.3577	36.666	0.0	0.0	3407.62	0.0
