Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price
is_nota_correct	0	1200	44.08	0.0	0.15	5791.7	1.192719	37.33	0.0	0.0	4179.27	0.169294	29.33	5.66	0.0	11916.6	1.916692
is_nota_correct	1	300	45.33	0.0	0.0	1398.7	0.303762	29.33	0.0	0.0	1092.4	0.044692	36.0	8.33	0.0	3287.7	0.511369
meta-question_id	1	150	32.67	0.0	0.0	566.76	0.154608	30.67	0.0	0.0	507.64	0.019995	26.0	0.9	0.0	1042.83	0.251855
meta-question_id	10	120	48.33	0.0	0.0	539.46	0.117785	50.83	0.0	0.0	403.52	0.015902	34.17	13.92	0.0	793.15	0.182616
meta-question_id	11	120	26.67	0.0	0.0	474.26	0.114506	23.33	0.0	0.0	428.68	0.015985	20.83	10.53	0.0	1477.63	0.187407
meta-question_id	2	150	53.33	0.0	0.0	652.92	0.153828	32.67	0.0	0.0	500.58	0.020135	36.67	3.16	0.0	1488.08	0.261221
meta-question_id	3	150	32.67	0.0	0.0	828.68	0.161376	28.67	0.0	0.0	603.84	0.023395	20.0	4.17	0.0	1790.88	0.26106
meta-question_id	4	150	57.33	0.0	0.0	860.46	0.17051	42.0	0.0	0.0	580.86	0.024826	30.0	7.62	0.0	3051.09	0.273606
meta-question_id	5	150	56.67	0.0	0.0	686.28	0.149018	34.67	0.0	0.0	517.54	0.020202	42.67	8.14	0.0	1768.74	0.244161
meta-question_id	6	150	60.67	0.0	0.0	751.05	0.150618	56.67	0.0	0.0	603.86	0.02634	42.67	4.65	0.0	1084.42	0.228624
meta-question_id	7	150	48.0	0.0	0.0	709.41	0.146106	36.0	0.0	0.0	479.69	0.020461	35.33	8.25	0.0	1435.62	0.225913
meta-question_id	8	150	18.0	0.0	0.0	809.9	0.139112	13.33	0.0	0.0	498.28	0.020988	11.33	5.26	0.0	1116.77	0.22469
meta-question_id	9	60	60.0	0.0	4.17	311.22	0.039012	58.33	0.0	0.0	147.2	0.005754	45.0	0.0	0.0	155.08	0.086907
category	harmony	300	42.0	0.0	0.57	1324.94	0.271303	41.33	0.0	0.0	979.39	0.037641	31.0	10.14	0.0	2425.86	0.45693
category	pitch	600	44.0	0.0	0.0	2908.82	0.640322	33.5	0.0	0.0	2192.91	0.088352	28.17	3.94	0.0	7372.89	1.047742
category	rhythm	600	45.83	0.0	0.0	2956.64	0.584855	35.17	0.0	0.0	2099.37	0.087992	33.0	6.47	0.0	5405.55	0.923388
subcategory	harmonic-recognition	300	42.0	0.0	0.57	1324.94	0.271303	41.33	0.0	0.0	979.39	0.037641	31.0	10.14	0.0	2425.86	0.45693
subcategory	interval-recognition	300	45.0	0.0	0.0	1689.14	0.331886	35.33	0.0	0.0	1184.7	0.048222	25.0	5.78	0.0	4841.98	0.534666
subcategory	pitch-recognition	300	43.0	0.0	0.0	1219.68	0.308437	31.67	0.0	0.0	1008.22	0.04013	31.33	1.94	0.0	2530.91	0.513076
subcategory	proportion-recognition	300	33.0	0.0	0.0	1519.31	0.285218	24.67	0.0	0.0	977.97	0.041449	23.33	6.52	0.0	2552.39	0.450603
subcategory	rhythmic-recognition	300	58.67	0.0	0.0	1437.33	0.299637	45.67	0.0	0.0	1121.4	0.046543	42.67	6.4	0.0	2853.16	0.472786
skill	cadence recognition	120	26.67	0.0	0.0	474.26	0.114506	23.33	0.0	0.0	428.68	0.015985	20.83	10.53	0.0	1477.63	0.187407
skill	chord recognition	120	48.33	0.0	0.0	539.46	0.117785	50.83	0.0	0.0	403.52	0.015902	34.17	13.92	0.0	793.15	0.182616
skill	interval recognition	150	32.67	0.0	0.0	828.68	0.161376	28.67	0.0	0.0	603.84	0.023395	20.0	4.17	0.0	1790.88	0.26106
skill	interval statistics	150	57.33	0.0	0.0	860.46	0.17051	42.0	0.0	0.0	580.86	0.024826	30.0	7.62	0.0	3051.09	0.273606
skill	note length	150	56.67	0.0	0.0	686.28	0.149018	34.67	0.0	0.0	517.54	0.020202	42.67	8.14	0.0	1768.74	0.244161
skill	note length statistics	150	60.67	0.0	0.0	751.05	0.150618	56.67	0.0	0.0	603.86	0.02634	42.67	4.65	0.0	1084.42	0.228624
skill	pitch recognition	150	32.67	0.0	0.0	566.76	0.154608	30.67	0.0	0.0	507.64	0.019995	26.0	0.9	0.0	1042.83	0.251855
skill	pitch statistics	150	53.33	0.0	0.0	652.92	0.153828	32.67	0.0	0.0	500.58	0.020135	36.67	3.16	0.0	1488.08	0.261221
skill	rhythm pattern	150	48.0	0.0	0.0	709.41	0.146106	36.0	0.0	0.0	479.69	0.020461	35.33	8.25	0.0	1435.62	0.225913
skill	rhythm pattern statistics	150	18.0	0.0	0.0	809.9	0.139112	13.33	0.0	0.0	498.28	0.020988	11.33	5.26	0.0	1116.77	0.22469
skill	tonality recognition	60	60.0	0.0	4.17	311.22	0.039012	58.33	0.0	0.0	147.2	0.005754	45.0	0.0	0.0	155.08	0.086907
rel/abs	absolute	720	50.42	0.0	0.0	3196.47	0.725859	40.69	0.0	0.0	2533.13	0.102575	36.53	5.69	0.0	6177.21	1.168478
rel/abs	relative	780	38.72	0.0	0.21	3993.93	0.770622	31.15	0.0	0.0	2738.55	0.11141	25.26	6.52	0.0	9027.08	1.259583
specification	harmony-absolute	120	48.33	0.0	0.0	539.46	0.117785	50.83	0.0	0.0	403.52	0.015902	34.17	13.92	0.0	793.15	0.182616
specification	harmony-relative	180	37.78	0.0	0.89	785.48	0.153518	35.0	0.0	0.0	575.88	0.021739	28.89	7.81	0.0	1632.71	0.274314
specification	pitch-absolute	300	43.0	0.0	0.0	1219.68	0.308437	31.67	0.0	0.0	1008.22	0.04013	31.33	1.94	0.0	2530.91	0.513076
specification	pitch-relative	300	45.0	0.0	0.0	1689.14	0.331886	35.33	0.0	0.0	1184.7	0.048222	25.0	5.78	0.0	4841.98	0.534666
specification	rhythm-absolute	300	58.67	0.0	0.0	1437.33	0.299637	45.67	0.0	0.0	1121.4	0.046543	42.67	6.4	0.0	2853.16	0.472786
specification	rhythm-relative	300	33.0	0.0	0.0	1519.31	0.285218	24.67	0.0	0.0	977.97	0.041449	23.33	6.52	0.0	2552.39	0.450603
