Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
skill	note length	9	22.22	22.22	44.44	55.56	55.56	11.11	22.22	33.33	66.67	33.33	44.44
skill	note length statistics	6	50.0	33.33	16.67	66.67	66.67	33.33	33.33	66.67	50.0	16.67	83.33
skill	pitch recognition	9	22.22	11.11	0.0	22.22	11.11	33.33	33.33	44.44	22.22	22.22	33.33
skill	pitch statistics	6	50.0	0.0	33.33	50.0	33.33	0.0	16.67	0.0	33.33	33.33	16.67
skill	rhythm pattern	9	55.56	22.22	22.22	55.56	44.44	11.11	66.67	33.33	33.33	44.44	44.44
skill	rhythm pattern statistics	6	66.67	50.0	66.67	50.0	33.33	0.0	16.67	33.33	33.33	50.0	16.67
skill	tonality recognition	6	50.0	16.67	16.67	50.0	50.0	33.33	50.0	0.0	33.33	66.67	50.0
rel/abs	absolute	36	36.11	19.44	27.78	44.44	38.89	19.44	33.33	36.11	38.89	27.78	41.67
rel/abs	relative	39	43.59	25.64	35.9	43.59	46.15	25.64	43.59	23.08	35.9	41.03	33.33
specification	harmony-absolute	6	50.0	33.33	50.0	33.33	33.33	16.67	66.67	33.33	16.67	33.33	33.33
specification	harmony-relative	9	33.33	11.11	11.11	33.33	33.33	22.22	33.33	0.0	22.22	44.44	33.33
specification	pitch-absolute	15	33.33	6.67	13.33	33.33	20.0	20.0	26.67	26.67	26.67	26.67	26.67
specification	pitch-relative	15	33.33	26.67	46.67	40.0	60.0	46.67	46.67	26.67	46.67	33.33	33.33
specification	rhythm-absolute	15	33.33	26.67	33.33	60.0	60.0	20.0	26.67	46.67	60.0	26.67	60.0
specification	rhythm-relative	15	60.0	33.33	40.0	53.33	40.0	6.67	46.67	33.33	33.33	46.67	33.33
