Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price
piece_id	Jan_DuGrosserSchmerzensmann	144	49.31	0.0	0.0	523.98	0.139941	36.11	0.0	0.0	477.58	0.021464	38.19	1.12	0.0	1698.1	0.240841
piece_id	Telemann_DerLiebenSonneLichtUndPracht	201	55.72	0.0	0.0	699.58	0.207821	46.27	0.0	0.0	663.32	0.028618	45.77	2.75	0.0	1546.39	0.44275
piece_id	Vulpius_ChristusDerIstMeinLeben	144	43.75	0.0	0.0	474.95	0.124627	39.58	0.0	0.0	430.96	0.016987	34.03	1.05	0.0	1357.4	0.167869
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	99	41.41	0.0	0.0	318.75	0.087935	37.37	0.0	0.0	299.15	0.011934	31.31	2.94	0.0	1817.0	0.112057
is_nota_correct	0	1200	45.08	0.0	0.0	4202.34	1.193899	38.83	0.0	0.0	3907.59	0.16957	34.17	1.77	0.0	11055.35	2.071229
is_nota_correct	1	300	47.67	0.0	0.0	1060.63	0.307359	31.0	0.0	0.0	1026.1	0.043312	33.67	1.51	0.5	3679.17	0.484432
meta-question_id	1	150	41.33	0.0	0.0	484.2	0.144189	32.0	0.0	0.0	379.06	0.019359	30.0	0.0	0.0	2348.1	0.275079
meta-question_id	10	120	57.5	0.0	0.0	401.71	0.118323	49.17	0.0	0.0	408.64	0.015516	44.17	2.99	0.0	819.77	0.195602
meta-question_id	11	120	25.83	0.0	0.0	421.28	0.119982	26.67	0.0	0.0	446.49	0.016538	19.17	1.03	0.0	656.26	0.183431
meta-question_id	2	150	53.33	0.0	0.0	514.47	0.145846	39.33	0.0	0.0	364.91	0.019433	27.33	0.0	0.92	1689.05	0.268046
meta-question_id	3	150	35.33	0.0	0.0	528.03	0.165087	24.0	0.0	0.0	468.06	0.024174	22.67	3.45	0.0	1019.39	0.246519
meta-question_id	4	150	50.67	0.0	0.0	542.49	0.169514	39.33	0.0	0.0	573.1	0.024371	36.67	1.05	0.0	2419.84	0.277823
meta-question_id	5	150	58.0	0.0	0.0	509.18	0.155272	34.0	0.0	0.0	486.36	0.020672	38.67	1.09	0.0	826.98	0.245917
meta-question_id	6	150	57.33	0.0	0.0	528.51	0.148409	67.33	0.0	0.0	559.19	0.023613	58.0	3.17	0.0	1715.73	0.274877
meta-question_id	7	150	51.33	0.0	0.0	614.39	0.151747	41.33	0.0	0.0	582.06	0.02175	44.67	3.61	0.0	1332.24	0.254489
meta-question_id	8	150	15.33	0.0	0.0	552.42	0.144138	14.67	0.0	0.0	530.82	0.021626	17.33	1.61	0.0	1593.44	0.24338
meta-question_id	9	60	66.67	0.0	0.0	166.29	0.038751	50.0	0.0	0.0	135.01	0.005827	36.67	2.63	0.0	313.72	0.090496
category	harmony	300	46.67	0.0	0.0	989.28	0.277056	40.33	0.0	0.0	990.13	0.037881	32.67	1.98	0.0	1789.75	0.46953
category	pitch	600	45.17	0.0	0.0	2069.19	0.624636	33.67	0.0	0.0	1785.13	0.087338	29.17	1.18	0.24	7476.38	1.067467
category	rhythm	600	45.5	0.0	0.0	2204.5	0.599566	39.33	0.0	0.0	2158.43	0.087662	39.67	2.21	0.0	5468.4	1.018664
subcategory	harmonic-recognition	300	46.67	0.0	0.0	989.28	0.277056	40.33	0.0	0.0	990.13	0.037881	32.67	1.98	0.0	1789.75	0.46953
subcategory	interval-recognition	300	43.0	0.0	0.0	1070.52	0.334601	31.67	0.0	0.0	1041.16	0.048546	29.67	2.37	0.0	3439.23	0.524342
subcategory	pitch-recognition	300	47.33	0.0	0.0	998.67	0.290035	35.67	0.0	0.0	743.97	0.038792	28.67	0.0	0.47	4037.15	0.543125
subcategory	proportion-recognition	300	33.33	0.0	0.0	1166.81	0.295885	28.0	0.0	0.0	1112.89	0.043377	31.0	2.42	0.0	2925.68	0.497869
subcategory	rhythmic-recognition	300	57.67	0.0	0.0	1037.69	0.303681	50.67	0.0	0.0	1045.54	0.044286	48.33	1.94	0.0	2542.71	0.520794
skill	cadence recognition	120	25.83	0.0	0.0	421.28	0.119982	26.67	0.0	0.0	446.49	0.016538	19.17	1.03	0.0	656.26	0.183431
skill	chord recognition	120	57.5	0.0	0.0	401.71	0.118323	49.17	0.0	0.0	408.64	0.015516	44.17	2.99	0.0	819.77	0.195602
skill	interval recognition	150	35.33	0.0	0.0	528.03	0.165087	24.0	0.0	0.0	468.06	0.024174	22.67	3.45	0.0	1019.39	0.246519
skill	interval statistics	150	50.67	0.0	0.0	542.49	0.169514	39.33	0.0	0.0	573.1	0.024371	36.67	1.05	0.0	2419.84	0.277823
skill	note length	150	58.0	0.0	0.0	509.18	0.155272	34.0	0.0	0.0	486.36	0.020672	38.67	1.09	0.0	826.98	0.245917
skill	note length statistics	150	57.33	0.0	0.0	528.51	0.148409	67.33	0.0	0.0	559.19	0.023613	58.0	3.17	0.0	1715.73	0.274877
skill	pitch recognition	150	41.33	0.0	0.0	484.2	0.144189	32.0	0.0	0.0	379.06	0.019359	30.0	0.0	0.0	2348.1	0.275079
skill	pitch statistics	150	53.33	0.0	0.0	514.47	0.145846	39.33	0.0	0.0	364.91	0.019433	27.33	0.0	0.92	1689.05	0.268046
skill	rhythm pattern	150	51.33	0.0	0.0	614.39	0.151747	41.33	0.0	0.0	582.06	0.02175	44.67	3.61	0.0	1332.24	0.254489
skill	rhythm pattern statistics	150	15.33	0.0	0.0	552.42	0.144138	14.67	0.0	0.0	530.82	0.021626	17.33	1.61	0.0	1593.44	0.24338
skill	tonality recognition	60	66.67	0.0	0.0	166.29	0.038751	50.0	0.0	0.0	135.01	0.005827	36.67	2.63	0.0	313.72	0.090496
rel/abs	absolute	720	53.33	0.0	0.0	2438.07	0.712039	44.17	0.0	0.0	2198.15	0.098594	39.44	1.15	0.23	7399.63	1.259522
rel/abs	relative	780	38.46	0.0	0.0	2824.9	0.789219	30.9	0.0	0.0	2735.54	0.114287	29.1	2.17	0.0	7334.89	1.296139
specification	harmony-absolute	120	57.5	0.0	0.0	401.71	0.118323	49.17	0.0	0.0	408.64	0.015516	44.17	2.99	0.0	819.77	0.195602
specification	harmony-relative	180	39.44	0.0	0.0	587.57	0.158733	34.44	0.0	0.0	581.5	0.022365	25.0	1.48	0.0	969.98	0.273927
specification	pitch-absolute	300	47.33	0.0	0.0	998.67	0.290035	35.67	0.0	0.0	743.97	0.038792	28.67	0.0	0.47	4037.15	0.543125
specification	pitch-relative	300	43.0	0.0	0.0	1070.52	0.334601	31.67	0.0	0.0	1041.16	0.048546	29.67	2.37	0.0	3439.23	0.524342
specification	rhythm-absolute	300	57.67	0.0	0.0	1037.69	0.303681	50.67	0.0	0.0	1045.54	0.044286	48.33	1.94	0.0	2542.71	0.520794
specification	rhythm-relative	300	33.33	0.0	0.0	1166.81	0.295885	28.0	0.0	0.0	1112.89	0.043377	31.0	2.42	0.0	2925.68	0.497869
