Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
skill	interval statistics	30	56.67	53.33	43.33	36.67	50.0	43.33	60.0	26.67	43.33	46.67	63.33
skill	note length	30	76.67	33.33	30.0	46.67	50.0	13.33	33.33	23.33	23.33	43.33	46.67
skill	note length statistics	30	50.0	46.67	40.0	43.33	63.33	56.67	46.67	30.0	46.67	46.67	53.33
skill	pitch recognition	30	26.67	13.33	26.67	16.67	30.0	20.0	36.67	26.67	26.67	20.0	20.0
skill	pitch statistics	30	50.0	16.67	16.67	26.67	30.0	16.67	36.67	13.33	20.0	33.33	30.0
skill	rhythm pattern	30	46.67	33.33	40.0	43.33	33.33	20.0	46.67	40.0	26.67	46.67	33.33
skill	rhythm pattern statistics	30	13.33	16.67	6.67	10.0	10.0	13.33	13.33	6.67	3.33	23.33	10.0
skill	tonality recognition	21	71.43	47.62	38.1	33.33	80.95	47.62	57.14	33.33	19.05	42.86	52.38
rel/abs	absolute	141	51.06	28.37	27.66	32.62	39.72	25.53	38.3	21.28	27.66	35.46	34.75
rel/abs	relative	159	38.36	30.82	27.67	31.45	36.48	26.42	38.36	23.9	23.9	33.96	32.08
specification	harmony-absolute	21	52.38	33.33	23.81	28.57	19.05	19.05	38.1	9.52	19.05	33.33	19.05
specification	harmony-relative	39	51.28	38.46	30.77	33.33	56.41	38.46	38.46	25.64	20.51	35.9	43.59
specification	pitch-absolute	60	38.33	15.0	21.67	21.67	30.0	18.33	36.67	20.0	23.33	26.67	25.0
specification	pitch-relative	60	38.33	31.67	30.0	35.0	38.33	28.33	46.67	23.33	35.0	31.67	35.0
specification	rhythm-absolute	60	63.33	40.0	35.0	45.0	56.67	35.0	40.0	26.67	35.0	45.0	50.0
specification	rhythm-relative	60	30.0	25.0	23.33	26.67	21.67	16.67	30.0	23.33	15.0	35.0	21.67
