Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
subcategory	interval-recognition	30	43.33	40.0	30.0	26.67	36.67	26.67	20.0	23.33	13.33	36.67	43.33
subcategory	pitch-recognition	30	36.67	43.33	26.67	30.0	46.67	23.33	46.67	20.0	23.33	46.67	53.33
subcategory	proportion-recognition	30	40.0	30.0	30.0	20.0	26.67	16.67	30.0	13.33	16.67	40.0	23.33
subcategory	rhythmic-recognition	30	56.67	33.33	53.33	36.67	53.33	20.0	50.0	30.0	50.0	50.0	33.33
skill	cadence recognition	9	44.44	33.33	22.22	11.11	22.22	22.22	33.33	0.0	11.11	55.56	11.11
skill	chord recognition	9	44.44	44.44	33.33	11.11	22.22	11.11	66.67	11.11	11.11	44.44	33.33
skill	interval recognition	15	60.0	26.67	26.67	40.0	33.33	26.67	26.67	20.0	20.0	20.0	33.33
skill	interval statistics	15	26.67	53.33	33.33	13.33	40.0	26.67	13.33	26.67	6.67	53.33	53.33
skill	note length	15	40.0	40.0	60.0	26.67	40.0	13.33	20.0	20.0	40.0	53.33	33.33
skill	note length statistics	15	73.33	26.67	46.67	46.67	66.67	26.67	80.0	40.0	60.0	46.67	33.33
skill	pitch recognition	15	20.0	46.67	20.0	26.67	26.67	13.33	33.33	33.33	13.33	33.33	26.67
skill	pitch statistics	15	53.33	40.0	33.33	33.33	66.67	33.33	60.0	6.67	33.33	60.0	80.0
skill	rhythm pattern	15	60.0	40.0	40.0	40.0	46.67	13.33	46.67	26.67	26.67	53.33	40.0
skill	rhythm pattern statistics	15	20.0	20.0	20.0	0.0	6.67	20.0	13.33	0.0	6.67	26.67	6.67
skill	tonality recognition	12	91.67	58.33	8.33	58.33	66.67	33.33	50.0	25.0	25.0	50.0	75.0
rel/abs	absolute	69	46.38	39.13	39.13	30.43	46.38	20.29	50.72	23.19	33.33	47.83	42.03
rel/abs	relative	81	49.38	38.27	25.93	27.16	35.8	23.46	29.63	17.28	16.05	41.98	37.04
specification	harmony-absolute	9	44.44	44.44	33.33	11.11	22.22	11.11	66.67	11.11	11.11	44.44	33.33
specification	harmony-relative	21	71.43	47.62	14.29	38.1	47.62	28.57	42.86	14.29	19.05	52.38	47.62
specification	pitch-absolute	30	36.67	43.33	26.67	30.0	46.67	23.33	46.67	20.0	23.33	46.67	53.33
specification	pitch-relative	30	43.33	40.0	30.0	26.67	36.67	26.67	20.0	23.33	13.33	36.67	43.33
specification	rhythm-absolute	30	56.67	33.33	53.33	36.67	53.33	20.0	50.0	30.0	50.0	50.0	33.33
specification	rhythm-relative	30	40.0	30.0	30.0	20.0	26.67	16.67	30.0	13.33	16.67	40.0	23.33
