Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
google/gemini-2.0-flash-lite-001	category	rhythm	28.681	3.8599	0.089	2.442	7227.1	1.069
google/gemini-2.0-flash-lite-001	subcategory	harmony-absolute	41.22	6.157	0.0	0.679	3041.66	0.535
google/gemini-2.0-flash-lite-001	subcategory	harmony-relative	23.054	7.2823	0.0	0.73	3545.47	0.5369
google/gemini-2.0-flash-lite-001	subcategory	pitch-absolute	41.782	4.1695	0.238	1.668	3297.15	0.5556
google/gemini-2.0-flash-lite-001	subcategory	pitch-relative	45.609	4.6889	0.0	2.668	3824.47	0.5376
google/gemini-2.0-flash-lite-001	subcategory	rhythm-absolute	24.334	5.6985	0.185	3.466	4114.47	0.5325
google/gemini-2.0-flash-lite-001	subcategory	rhythm-relative	33.024	4.8694	0.0	1.423	3112.63	0.5365
google/gemini-2.0-flash-lite-001	skill	cadence recognition	16.955	7.0624	0.0	0.37	2007.63	0.2941
google/gemini-2.0-flash-lite-001	skill	chord recognition	41.22	6.157	0.0	0.679	3041.66	0.535
google/gemini-2.0-flash-lite-001	skill	interval recognition	22.731	7.4691	0.0	1.857	1702.42	0.2644
google/gemini-2.0-flash-lite-001	skill	interval statistics	68.893	11.0511	0.0	5.871	2122.05	0.2732
google/gemini-2.0-flash-lite-001	skill	note length	24.334	5.6985	0.185	3.466	4114.47	0.5325
google/gemini-2.0-flash-lite-001	skill	pitch recognition	25.354	5.0273	0.0	0.345	1406.92	0.2796
google/gemini-2.0-flash-lite-001	skill	pitch statistics	58.655	6.868	0.769	4.891	1890.21	0.2759
google/gemini-2.0-flash-lite-001	skill	rhythm pattern	13.042	3.7497	0.0	1.239	1802.4	0.281
google/gemini-2.0-flash-lite-001	skill	time signature	53.711	8.0845	0.0	1.614	1310.21	0.2555
google/gemini-2.0-flash-lite-001	skill	tonality recognition	29.849	9.3147	0.0	1.1	1537.84	0.2428
google/gemini-2.0-flash-lite-001	rel/abs	absolute	35.879	3.4027	0.139	2.009	10453.27	1.6231
google/gemini-2.0-flash-lite-001	rel/abs	relative	33.783	3.3053	0.0	1.447	10482.59	1.611
