Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price
meta-question_id	7	21.109	0.0	0.0	341.91	0.0268	29.997	0.0	0.0	365.41	0.1143
meta-question_id	8	19.999	0.0	0.0	211.77	0.0175	25.0	0.0	0.0	279.04	0.0735
meta-question_id	9	31.667	0.0	0.0	227.1	0.0174	16.668	0.0	0.0	260.3	0.0748
category	harmony	26.667	1.909	0.0	556.2	0.0439	21.333	0.0	0.833	660.27	0.1873
category	pitch	27.999	1.435	0.0	1225.06	0.0897	29.332	0.0	0.5	1373.99	0.3875
category	rhythm	29.334	0.0	0.0	1122.74	0.0882	30.336	0.0	0.955	1233.39	0.3804
subcategory	harmonic-recognition	26.667	1.909	0.0	556.2	0.0439	21.333	0.0	0.833	660.27	0.1873
subcategory	interval-recognition	31.334	2.909	0.0	623.53	0.0442	36.001	0.0	0.0	725.67	0.1912
subcategory	pitch-recognition	24.666	0.0	0.0	601.52	0.0455	22.667	0.0	0.909	648.34	0.1963
subcategory	proportion-recognition	20.666	0.0	0.0	553.68	0.0443	28.0	0.0	0.0	644.44	0.1877
subcategory	rhythmic-recognition	37.999	0.0	0.0	569.07	0.0438	32.665	0.0	2.25	588.93	0.1927
skill	cadence recognition	9.999	0.0	0.0	108.84	0.0088	19.999	0.0	0.0	144.63	0.0372
skill	chord recognition	30.0	5.333	0.0	220.27	0.0177	26.667	0.0	2.0	255.33	0.0753
skill	interval recognition	19.998	4.346	0.0	368.92	0.0269	25.554	0.0	0.0	446.08	0.1165
skill	interval statistics	48.333	0.0	0.0	254.59	0.0174	51.667	0.0	0.0	279.59	0.0747
skill	note length	33.332	0.0	0.0	358.04	0.0264	34.441	0.0	1.667	367.15	0.1185
skill	note length statistics	45.001	0.0	0.0	211.01	0.0174	30.001	0.0	3.333	221.77	0.0742
skill	pitch recognition	22.22	0.0	0.0	350.87	0.0264	16.665	0.0	0.0	373.63	0.1187
skill	pitch statistics	28.333	0.0	0.0	250.66	0.0191	31.667	0.0	1.667	274.7	0.0776
skill	rhythm pattern	21.109	0.0	0.0	341.91	0.0268	29.997	0.0	0.0	365.41	0.1143
skill	rhythm pattern statistics	19.999	0.0	0.0	211.77	0.0175	25.0	0.0	0.0	279.04	0.0735
skill	tonality recognition	31.667	0.0	0.0	227.1	0.0174	16.668	0.0	0.0	260.3	0.0748
rel/abs	absolute	31.113	0.876	0.0	1390.87	0.107	27.5	0.0	1.556	1492.58	0.4642
rel/abs	relative	25.642	1.057	0.0	1513.15	0.1148	28.719	0.0	0.0	1775.06	0.491
specification	harmony-absolute	30.0	5.333	0.0	220.27	0.0177	26.667	0.0	2.0	255.33	0.0753
specification	harmony-relative	24.442	0.0	0.0	335.94	0.0263	17.776	0.0	0.0	404.93	0.112
specification	pitch-absolute	24.666	0.0	0.0	601.52	0.0455	22.667	0.0	0.909	648.34	0.1963
specification	pitch-relative	31.334	2.909	0.0	623.53	0.0442	36.001	0.0	0.0	725.67	0.1912
specification	rhythm-absolute	37.999	0.0	0.0	569.07	0.0438	32.665	0.0	2.25	588.93	0.1927
specification	rhythm-relative	20.666	0.0	0.0	553.68	0.0443	28.0	0.0	0.0	644.44	0.1877
