Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
google/gemini-3.1-flash-lite-preview	subcategory	harmony-absolute	56.316	6.6665	0.0	0.0	2741.68	2.1577
google/gemini-3.1-flash-lite-preview	subcategory	harmony-relative	29.857	4.299	0.381	1.0	2867.9	2.1252
google/gemini-3.1-flash-lite-preview	subcategory	pitch-absolute	48.649	5.9063	0.0	0.0	2811.91	2.2381
google/gemini-3.1-flash-lite-preview	subcategory	pitch-relative	49.091	5.098	0.0	0.0	2899.5	2.2368
google/gemini-3.1-flash-lite-preview	subcategory	rhythm-absolute	21.127	4.8859	0.0	0.0	2580.8	2.1627
google/gemini-3.1-flash-lite-preview	subcategory	rhythm-relative	36.277	3.1545	0.0	0.0	2478.38	2.0911
google/gemini-3.1-flash-lite-preview	skill	cadence recognition	24.406	5.5414	0.37	0.968	1637.34	1.19
google/gemini-3.1-flash-lite-preview	skill	chord recognition	56.316	6.6665	0.0	0.0	2741.68	2.1577
google/gemini-3.1-flash-lite-preview	skill	interval recognition	17.021	7.8795	0.0	0.0	1383.86	1.0867
google/gemini-3.1-flash-lite-preview	skill	interval statistics	81.046	10.7817	0.0	0.0	1515.67	1.15
google/gemini-3.1-flash-lite-preview	skill	note length	21.127	4.8859	0.0	0.0	2580.8	2.1627
google/gemini-3.1-flash-lite-preview	skill	pitch recognition	26.6	8.9474	0.0	0.0	1347.97	1.1045
google/gemini-3.1-flash-lite-preview	skill	pitch statistics	71.133	5.0033	0.0	0.0	1463.94	1.1336
google/gemini-3.1-flash-lite-preview	skill	rhythm pattern	8.211	4.5969	0.0	0.0	1345.26	1.1143
google/gemini-3.1-flash-lite-preview	skill	time signature	65.366	4.5897	0.0	0.0	1133.1	0.9768
google/gemini-3.1-flash-lite-preview	skill	tonality recognition	35.938	7.5699	0.357	1.034	1230.54	0.9352
google/gemini-3.1-flash-lite-preview	rel/abs	absolute	42.201	4.1861	0.0	0.0	8134.37	6.5585
google/gemini-3.1-flash-lite-preview	rel/abs	relative	38.41	2.4444	0.141	0.435	8245.79	6.4531
