Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
piece_id	Vulpius_ChristusDerIstMeinLeben	63	44.44	0.0	0.0	214.31	0.054312	17.46	0.0	0.0	563.61	0.073111	38.1	0.0	0.0	1139.71	0.0	34.92	0.0	0.0	175.88	0.006931
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	63	47.62	0.0	0.0	197.04	0.051932	36.51	5.0	0.0	499.15	0.046685	46.03	0.0	0.0	878.28	0.0	41.27	0.0	0.0	169.8	0.007018
is_nota_correct	0	600	44.83	0.0	0.0	2126.98	0.58738	33.33	3.0	0.25	4836.46	0.961209	39.83	0.0	0.0	12909.51	0.0	39.0	0.0	0.0	1875.79	0.083844
is_nota_correct	1	150	44.67	0.0	0.0	538.8	0.15368	28.0	0.0	0.93	1060.19	0.228497	44.67	0.0	0.0	3197.89	0.0	26.67	0.0	0.0	479.96	0.021906
meta-question_id	1	75	32.0	0.0	0.0	243.93	0.076662	25.33	0.0	1.79	492.14	0.11494	34.67	0.0	0.0	1878.4	0.0	32.0	0.0	0.0	235.45	0.010248
meta-question_id	10	51	56.86	0.0	0.0	175.49	0.048906	29.41	2.78	0.0	487.14	0.083464	27.45	0.0	0.0	1089.84	0.0	23.53	0.0	0.0	160.21	0.006898
meta-question_id	11	48	33.33	0.0	0.0	175.73	0.045396	18.75	0.0	0.0	182.98	0.066363	27.08	0.0	0.0	1022.57	0.0	35.42	0.0	0.0	138.39	0.005969
meta-question_id	2	75	45.33	0.0	0.0	264.83	0.076091	18.67	4.92	0.0	502.64	0.117731	45.33	0.0	0.0	1148.76	0.0	37.33	0.0	0.0	235.08	0.010214
meta-question_id	3	75	28.0	0.0	0.0	284.49	0.087128	18.67	4.92	0.0	501.35	0.112677	24.0	0.0	0.0	1995.62	0.0	25.33	0.0	0.0	258.44	0.011919
meta-question_id	4	75	56.0	0.0	0.0	304.13	0.083293	28.0	0.0	1.85	985.37	0.126817	52.0	0.0	0.0	2161.27	0.0	46.67	0.0	0.0	260.52	0.011941
meta-question_id	5	75	60.0	0.0	0.0	290.34	0.071705	45.33	2.44	0.0	502.44	0.119389	44.0	0.0	0.0	1179.13	0.0	38.67	0.0	0.0	218.03	0.009744
meta-question_id	6	75	54.67	0.0	0.0	264.16	0.074103	58.67	0.0	0.0	607.25	0.128264	70.67	0.0	0.0	1468.73	0.0	65.33	0.0	0.0	263.63	0.012337
meta-question_id	7	75	48.0	0.0	0.0	256.49	0.073293	48.0	5.13	0.0	708.93	0.118544	44.0	0.0	0.0	1674.39	0.0	38.67	0.0	0.0	236.59	0.011004
meta-question_id	8	75	21.33	0.0	0.0	255.15	0.07172	17.33	3.23	0.0	742.65	0.130156	25.33	0.0	0.0	2193.48	0.0	10.67	0.0	0.0	235.15	0.01065
meta-question_id	9	51	62.75	0.0	0.0	151.05	0.032763	45.1	0.0	0.0	183.77	0.07136	47.06	0.0	0.0	295.23	0.0	47.06	0.0	0.0	114.24	0.004827
category	harmony	150	51.33	0.0	0.0	502.26	0.127065	31.33	0.97	0.0	853.89	0.221187	34.0	0.0	0.0	2407.63	0.0	35.33	0.0	0.0	412.84	0.017695
category	pitch	300	40.33	0.0	0.0	1097.38	0.323174	22.67	2.59	0.86	2481.49	0.472165	39.0	0.0	0.0	7184.04	0.0	35.33	0.0	0.0	989.49	0.044321
category	rhythm	300	46.0	0.0	0.0	1066.14	0.290821	42.33	2.89	0.0	2561.27	0.496353	46.0	0.0	0.0	6515.73	0.0	38.33	0.0	0.0	953.41	0.043735
subcategory	harmonic-recognition	150	51.33	0.0	0.0	502.26	0.127065	31.33	0.97	0.0	853.89	0.221187	34.0	0.0	0.0	2407.63	0.0	35.33	0.0	0.0	412.84	0.017695
subcategory	interval-recognition	150	42.0	0.0	0.0	588.62	0.170421	23.33	2.61	0.87	1486.72	0.239494	38.0	0.0	0.0	4156.88	0.0	36.0	0.0	0.0	518.96	0.023859
subcategory	pitch-recognition	150	38.67	0.0	0.0	508.76	0.152753	22.0	2.56	0.85	994.77	0.232672	40.0	0.0	0.0	3027.16	0.0	34.67	0.0	0.0	470.53	0.020461
subcategory	proportion-recognition	150	34.67	0.0	0.0	511.64	0.145014	32.67	3.96	0.0	1451.58	0.2487	34.67	0.0	0.0	3867.87	0.0	24.67	0.0	0.0	471.75	0.021654
subcategory	rhythmic-recognition	150	57.33	0.0	0.0	554.5	0.145807	52.0	1.39	0.0	1109.69	0.247653	57.33	0.0	0.0	2647.86	0.0	52.0	0.0	0.0	481.66	0.022081
skill	cadence recognition	48	33.33	0.0	0.0	175.73	0.045396	18.75	0.0	0.0	182.98	0.066363	27.08	0.0	0.0	1022.57	0.0	35.42	0.0	0.0	138.39	0.005969
skill	chord recognition	51	56.86	0.0	0.0	175.49	0.048906	29.41	2.78	0.0	487.14	0.083464	27.45	0.0	0.0	1089.84	0.0	23.53	0.0	0.0	160.21	0.006898
skill	interval recognition	75	28.0	0.0	0.0	284.49	0.087128	18.67	4.92	0.0	501.35	0.112677	24.0	0.0	0.0	1995.62	0.0	25.33	0.0	0.0	258.44	0.011919
skill	interval statistics	75	56.0	0.0	0.0	304.13	0.083293	28.0	0.0	1.85	985.37	0.126817	52.0	0.0	0.0	2161.27	0.0	46.67	0.0	0.0	260.52	0.011941
skill	note length	75	60.0	0.0	0.0	290.34	0.071705	45.33	2.44	0.0	502.44	0.119389	44.0	0.0	0.0	1179.13	0.0	38.67	0.0	0.0	218.03	0.009744
skill	note length statistics	75	54.67	0.0	0.0	264.16	0.074103	58.67	0.0	0.0	607.25	0.128264	70.67	0.0	0.0	1468.73	0.0	65.33	0.0	0.0	263.63	0.012337
skill	pitch recognition	75	32.0	0.0	0.0	243.93	0.076662	25.33	0.0	1.79	492.14	0.11494	34.67	0.0	0.0	1878.4	0.0	32.0	0.0	0.0	235.45	0.010248
skill	pitch statistics	75	45.33	0.0	0.0	264.83	0.076091	18.67	4.92	0.0	502.64	0.117731	45.33	0.0	0.0	1148.76	0.0	37.33	0.0	0.0	235.08	0.010214
skill	rhythm pattern	75	48.0	0.0	0.0	256.49	0.073293	48.0	5.13	0.0	708.93	0.118544	44.0	0.0	0.0	1674.39	0.0	38.67	0.0	0.0	236.59	0.011004
skill	rhythm pattern statistics	75	21.33	0.0	0.0	255.15	0.07172	17.33	3.23	0.0	742.65	0.130156	25.33	0.0	0.0	2193.48	0.0	10.67	0.0	0.0	235.15	0.01065
skill	tonality recognition	51	62.75	0.0	0.0	151.05	0.032763	45.1	0.0	0.0	183.77	0.07136	47.06	0.0	0.0	295.23	0.0	47.06	0.0	0.0	114.24	0.004827
rel/abs	absolute	351	49.29	0.0	0.0	1238.75	0.347466	35.9	2.22	0.44	2591.6	0.563789	45.58	0.0	0.0	6764.85	0.0	40.46	0.0	0.0	1112.4	0.049441
rel/abs	relative	399	40.85	0.0	0.0	1427.03	0.393594	29.07	2.47	0.35	3305.05	0.625916	36.59	0.0	0.0	9342.55	0.0	33.08	0.0	0.0	1243.34	0.056309
specification	harmony-absolute	51	56.86	0.0	0.0	175.49	0.048906	29.41	2.78	0.0	487.14	0.083464	27.45	0.0	0.0	1089.84	0.0	23.53	0.0	0.0	160.21	0.006898
specification	harmony-relative	99	48.48	0.0	0.0	326.77	0.078159	32.32	0.0	0.0	366.75	0.137723	37.37	0.0	0.0	1317.8	0.0	41.41	0.0	0.0	252.63	0.010796
specification	pitch-absolute	150	38.67	0.0	0.0	508.76	0.152753	22.0	2.56	0.85	994.77	0.232672	40.0	0.0	0.0	3027.16	0.0	34.67	0.0	0.0	470.53	0.020461
specification	pitch-relative	150	42.0	0.0	0.0	588.62	0.170421	23.33	2.61	0.87	1486.72	0.239494	38.0	0.0	0.0	4156.88	0.0	36.0	0.0	0.0	518.96	0.023859
specification	rhythm-absolute	150	57.33	0.0	0.0	554.5	0.145807	52.0	1.39	0.0	1109.69	0.247653	57.33	0.0	0.0	2647.86	0.0	52.0	0.0	0.0	481.66	0.022081
specification	rhythm-relative	150	34.67	0.0	0.0	511.64	0.145014	32.67	3.96	0.0	1451.58	0.2487	34.67	0.0	0.0	3867.87	0.0	24.67	0.0	0.0	471.75	0.021654
