Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
meta-question_id	3	75	41.33	0.0	0.0	263.79	0.08249	26.67	0.0	0.0	1164.77	0.122588	30.67	0.0	0.0	2010.48	0.0	32.0	0.0	0.0	253.92	0.010657
meta-question_id	4	75	58.67	0.0	0.0	295.24	0.086661	42.67	2.33	0.0	1666.17	0.16321	50.67	0.0	0.0	2833.01	0.0	45.33	0.0	0.0	282.12	0.012698
meta-question_id	5	75	52.0	0.0	0.0	259.61	0.073586	45.33	0.0	0.0	358.85	0.101426	49.33	0.0	0.0	1188.72	0.0	38.67	0.0	0.0	227.24	0.008951
meta-question_id	6	75	44.0	0.0	0.0	251.74	0.074598	48.0	2.56	0.0	1247.61	0.137543	52.0	0.0	0.0	1400.08	0.0	53.33	0.0	0.0	288.52	0.01222
meta-question_id	7	75	42.67	0.0	0.0	257.23	0.076167	40.0	8.89	0.0	1400.48	0.119193	44.0	0.0	0.0	1385.51	0.0	42.67	0.0	0.0	242.92	0.01079
meta-question_id	8	75	20.0	0.0	0.0	260.9	0.07187	17.33	0.0	1.61	1060.3	0.120292	21.33	0.0	0.0	1701.39	0.0	18.67	0.0	0.0	233.11	0.010588
meta-question_id	9	51	70.59	0.0	0.0	137.59	0.033213	41.18	0.0	0.0	509.43	0.080706	50.98	0.0	0.0	320.43	0.0	45.1	0.0	0.0	109.05	0.004844
category	harmony	150	48.67	0.0	0.0	473.66	0.123517	31.33	1.94	0.0	1364.51	0.231318	44.0	0.0	0.0	2263.62	0.0	36.0	0.0	0.0	403.55	0.018177
category	pitch	300	44.33	0.0	0.0	1061.1	0.316211	31.33	1.94	0.0	5148.27	0.548068	40.67	0.0	0.0	7253.69	0.0	34.0	0.0	0.0	990.36	0.043134
category	rhythm	300	39.67	0.0	0.0	1029.48	0.296222	37.67	2.67	0.53	4067.24	0.478454	41.67	0.0	0.0	5675.7	0.0	38.33	0.0	0.0	991.79	0.042549
subcategory	harmonic-recognition	150	48.67	0.0	0.0	473.66	0.123517	31.33	1.94	0.0	1364.51	0.231318	44.0	0.0	0.0	2263.62	0.0	36.0	0.0	0.0	403.55	0.018177
subcategory	interval-recognition	150	50.0	0.0	0.0	559.03	0.169151	34.67	1.02	0.0	2830.94	0.285798	40.67	0.0	0.0	4843.48	0.0	38.67	0.0	0.0	536.04	0.023355
subcategory	pitch-recognition	150	38.67	0.0	0.0	502.06	0.14706	28.0	2.78	0.0	2317.33	0.262271	40.67	0.0	0.0	2410.21	0.0	29.33	0.0	0.0	454.33	0.019779
subcategory	proportion-recognition	150	31.33	0.0	0.0	518.13	0.148038	28.67	3.74	0.93	2460.78	0.239485	32.67	0.0	0.0	3086.89	0.0	30.67	0.0	0.0	476.03	0.021378
subcategory	rhythmic-recognition	150	48.0	0.0	0.0	511.35	0.148185	46.67	1.25	0.0	1606.46	0.238969	50.67	0.0	0.0	2588.8	0.0	46.0	0.0	0.0	515.76	0.021171
skill	cadence recognition	48	18.75	0.0	0.0	167.91	0.044218	29.17	2.94	0.0	352.31	0.068054	43.75	0.0	0.0	875.66	0.0	27.08	0.0	0.0	137.83	0.006159
skill	chord recognition	51	54.9	0.0	0.0	168.15	0.046086	23.53	2.56	0.0	502.77	0.082558	37.25	0.0	0.0	1067.53	0.0	35.29	0.0	0.0	156.66	0.007174
skill	interval recognition	75	41.33	0.0	0.0	263.79	0.08249	26.67	0.0	0.0	1164.77	0.122588	30.67	0.0	0.0	2010.48	0.0	32.0	0.0	0.0	253.92	0.010657
skill	interval statistics	75	58.67	0.0	0.0	295.24	0.086661	42.67	2.33	0.0	1666.17	0.16321	50.67	0.0	0.0	2833.01	0.0	45.33	0.0	0.0	282.12	0.012698
skill	note length	75	52.0	0.0	0.0	259.61	0.073586	45.33	0.0	0.0	358.85	0.101426	49.33	0.0	0.0	1188.72	0.0	38.67	0.0	0.0	227.24	0.008951
skill	note length statistics	75	44.0	0.0	0.0	251.74	0.074598	48.0	2.56	0.0	1247.61	0.137543	52.0	0.0	0.0	1400.08	0.0	53.33	0.0	0.0	288.52	0.01222
skill	pitch recognition	75	37.33	0.0	0.0	240.78	0.07324	33.33	0.0	0.0	1207.98	0.131475	40.0	0.0	0.0	1420.01	0.0	25.33	0.0	0.0	222.37	0.010064
skill	pitch statistics	75	40.0	0.0	0.0	261.29	0.07382	22.67	5.17	0.0	1109.35	0.130796	41.33	0.0	0.0	990.2	0.0	33.33	0.0	0.0	231.95	0.009715
skill	rhythm pattern	75	42.67	0.0	0.0	257.23	0.076167	40.0	8.89	0.0	1400.48	0.119193	44.0	0.0	0.0	1385.51	0.0	42.67	0.0	0.0	242.92	0.01079
skill	rhythm pattern statistics	75	20.0	0.0	0.0	260.9	0.07187	17.33	0.0	1.61	1060.3	0.120292	21.33	0.0	0.0	1701.39	0.0	18.67	0.0	0.0	233.11	0.010588
skill	tonality recognition	51	70.59	0.0	0.0	137.59	0.033213	41.18	0.0	0.0	509.43	0.080706	50.98	0.0	0.0	320.43	0.0	45.1	0.0	0.0	109.05	0.004844
rel/abs	absolute	351	45.01	0.0	0.0	1181.57	0.34133	35.33	2.2	0.0	4426.56	0.583798	44.44	0.0	0.0	6066.54	0.0	37.32	0.0	0.0	1126.74	0.048124
rel/abs	relative	399	41.85	0.0	0.0	1382.67	0.39462	32.58	2.23	0.37	6153.46	0.674042	39.35	0.0	0.0	9126.47	0.0	35.09	0.0	0.0	1258.96	0.055736
specification	harmony-absolute	51	54.9	0.0	0.0	168.15	0.046086	23.53	2.56	0.0	502.77	0.082558	37.25	0.0	0.0	1067.53	0.0	35.29	0.0	0.0	156.66	0.007174
specification	harmony-relative	99	45.45	0.0	0.0	305.5	0.077431	35.35	1.56	0.0	861.74	0.14876	47.47	0.0	0.0	1196.1	0.0	36.36	0.0	0.0	246.89	0.011003
specification	pitch-absolute	150	38.67	0.0	0.0	502.06	0.14706	28.0	2.78	0.0	2317.33	0.262271	40.67	0.0	0.0	2410.21	0.0	29.33	0.0	0.0	454.33	0.019779
specification	pitch-relative	150	50.0	0.0	0.0	559.03	0.169151	34.67	1.02	0.0	2830.94	0.285798	40.67	0.0	0.0	4843.48	0.0	38.67	0.0	0.0	536.04	0.023355
specification	rhythm-absolute	150	48.0	0.0	0.0	511.35	0.148185	46.67	1.25	0.0	1606.46	0.238969	50.67	0.0	0.0	2588.8	0.0	46.0	0.0	0.0	515.76	0.021171
specification	rhythm-relative	150	31.33	0.0	0.0	518.13	0.148038	28.67	3.74	0.93	2460.78	0.239485	32.67	0.0	0.0	3086.89	0.0	30.67	0.0	0.0	476.03	0.021378
