Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price
meta-question_id	9	23.334	0.0	0.0	1355.52	0.1468	23.138	0.0	0.0	1320.48	0.6277
category	harmony	24.798	0.175	0.0	4098.79	0.4397	25.534	0.092	0.0	4012.05	1.8521
category	pitch	24.4	0.79	0.0	8784.07	0.9014	26.034	0.045	0.0	8841.14	3.8777
category	rhythm	28.4	0.557	0.0	8221.87	0.8858	28.801	0.047	0.0	8420.54	3.8546
subcategory	harmonic-recognition	24.798	0.175	0.0	4098.79	0.4397	25.534	0.092	0.0	4012.05	1.8521
subcategory	interval-recognition	26.4	1.345	0.0	4432.21	0.4535	28.133	0.092	0.0	4403.36	1.9028
subcategory	pitch-recognition	22.399	0.247	0.0	4351.87	0.4479	23.933	0.0	0.0	4437.77	1.975
subcategory	proportion-recognition	21.331	0.17	0.0	4174.19	0.4457	20.934	0.0	0.0	4209.18	1.9233
subcategory	rhythmic-recognition	35.468	1.052	0.0	4047.68	0.4401	36.668	0.105	0.0	4211.4	1.9313
skill	cadence recognition	24.166	0.541	0.0	1309.85	0.141	25.208	0.278	0.0	1290.08	0.5854
skill	chord recognition	26.862	0.0	0.0	1433.43	0.1519	28.235	0.0	0.0	1401.49	0.639
skill	interval recognition	19.2	1.281	0.0	2294.35	0.2308	19.6	0.152	0.0	2285.48	0.9623
skill	interval statistics	33.6	1.406	0.0	2137.84	0.2227	36.666	0.0	0.0	2117.87	0.9405
skill	note length	23.866	0.545	0.0	2035.96	0.2193	32.267	0.2	0.0	2101.65	0.9863
skill	note length statistics	47.067	1.798	0.0	2011.7	0.2207	41.066	0.0	0.0	2109.73	0.945
skill	pitch recognition	21.064	0.0	0.0	2225.48	0.2279	21.333	0.0	0.0	2179.01	0.9835
skill	pitch statistics	23.735	0.497	0.0	2126.36	0.2201	26.533	0.0	0.0	2258.76	0.9915
skill	rhythm pattern	29.201	0.179	0.0	2128.87	0.2248	28.933	0.0	0.0	2115.13	0.9714
skill	rhythm pattern statistics	13.467	0.156	0.0	2045.32	0.221	12.932	0.0	0.0	2094.04	0.9519
skill	tonality recognition	23.334	0.0	0.0	1355.52	0.1468	23.138	0.0	0.0	1320.48	0.6277
rel/abs	absolute	28.632	0.525	0.0	9832.98	1.0399	30.0	0.04	0.0	10050.64	4.5452
rel/abs	relative	23.835	0.623	0.0	11271.75	1.187	24.437	0.066	0.0	11223.11	5.0391
specification	harmony-absolute	26.862	0.0	0.0	1433.43	0.1519	28.235	0.0	0.0	1401.49	0.639
specification	harmony-relative	23.735	0.253	0.0	2665.37	0.2878	24.139	0.132	0.0	2610.56	1.2131
specification	pitch-absolute	22.399	0.247	0.0	4351.87	0.4479	23.933	0.0	0.0	4437.77	1.975
specification	pitch-relative	26.4	1.345	0.0	4432.21	0.4535	28.133	0.092	0.0	4403.36	1.9028
specification	rhythm-absolute	35.468	1.052	0.0	4047.68	0.4401	36.668	0.105	0.0	4211.4	1.9313
specification	rhythm-relative	21.331	0.17	0.0	4174.19	0.4457	20.934	0.0	0.0	4209.18	1.9233
