Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price
meta-question_id	1	150	32.0	0.0	0.0	498.48	0.149053	31.33	0.0	0.0	491.78	0.018962	26.0	0.9	0.0	827.64	0.246289
meta-question_id	10	120	48.33	0.0	0.0	494.91	0.108403	40.83	0.0	0.0	418.59	0.015797	32.5	9.88	0.0	710.66	0.173709
meta-question_id	11	120	27.5	0.0	0.0	518.46	0.117089	33.33	0.0	0.0	410.48	0.015723	29.17	10.59	0.0	763.95	0.189189
meta-question_id	2	150	52.0	0.0	0.0	465.32	0.145864	37.33	1.06	0.0	492.83	0.018516	28.0	7.41	0.0	2483.85	0.291309
meta-question_id	3	150	34.67	0.0	0.0	511.69	0.16231	28.0	0.93	0.0	587.55	0.023364	19.33	7.44	0.0	1013.67	0.246177
meta-question_id	4	150	43.33	0.0	0.0	563.84	0.17749	38.0	0.0	0.0	560.48	0.023477	28.67	10.28	0.0	3523.03	0.312377
meta-question_id	5	150	52.0	0.0	0.0	485.65	0.153273	36.67	0.0	0.0	543.29	0.021229	50.0	8.0	0.0	1511.68	0.241095
meta-question_id	6	150	53.33	0.0	0.0	509.13	0.150838	51.33	0.0	0.0	536.78	0.023091	44.67	7.23	0.0	1602.74	0.275955
meta-question_id	7	150	42.67	0.0	0.0	518.55	0.146433	35.33	0.0	0.0	533.44	0.021563	44.67	12.05	0.0	1677.53	0.262464
meta-question_id	8	150	21.33	0.0	0.0	712.56	0.146899	17.33	0.0	0.0	520.69	0.021655	17.33	2.42	0.0	895.86	0.239607
meta-question_id	9	60	68.33	0.0	0.0	220.21	0.038636	41.67	0.0	0.0	142.1	0.00585	53.33	3.57	0.0	308.56	0.090222
category	harmony	300	44.0	0.0	0.0	1233.58	0.264128	38.0	0.0	0.0	971.17	0.03737	35.33	9.28	0.0	1783.16	0.453119
category	pitch	600	40.5	0.0	0.0	2039.33	0.634717	33.67	0.5	0.0	2132.65	0.08432	25.5	6.49	0.0	7848.18	1.096152
category	rhythm	600	42.33	0.0	0.0	2225.89	0.597442	35.17	0.0	0.0	2134.21	0.087539	39.17	6.85	0.0	5687.82	1.01912
subcategory	harmonic-recognition	300	44.0	0.0	0.0	1233.58	0.264128	38.0	0.0	0.0	971.17	0.03737	35.33	9.28	0.0	1783.16	0.453119
subcategory	interval-recognition	300	39.0	0.0	0.0	1075.52	0.3398	33.0	0.5	0.0	1148.04	0.046842	24.0	8.77	0.0	4536.7	0.558554
subcategory	pitch-recognition	300	42.0	0.0	0.0	963.81	0.294916	34.33	0.51	0.0	984.61	0.037479	27.0	4.11	0.0	3311.48	0.537598
subcategory	proportion-recognition	300	32.0	0.0	0.0	1231.11	0.293332	26.33	0.0	0.0	1054.13	0.043218	31.0	6.28	0.0	2573.39	0.50207
subcategory	rhythmic-recognition	300	52.67	0.0	0.0	994.78	0.304111	44.0	0.0	0.0	1080.08	0.044321	47.33	7.59	0.0	3114.43	0.51705
skill	cadence recognition	120	27.5	0.0	0.0	518.46	0.117089	33.33	0.0	0.0	410.48	0.015723	29.17	10.59	0.0	763.95	0.189189
skill	chord recognition	120	48.33	0.0	0.0	494.91	0.108403	40.83	0.0	0.0	418.59	0.015797	32.5	9.88	0.0	710.66	0.173709
skill	interval recognition	150	34.67	0.0	0.0	511.69	0.16231	28.0	0.93	0.0	587.55	0.023364	19.33	7.44	0.0	1013.67	0.246177
skill	interval statistics	150	43.33	0.0	0.0	563.84	0.17749	38.0	0.0	0.0	560.48	0.023477	28.67	10.28	0.0	3523.03	0.312377
skill	note length	150	52.0	0.0	0.0	485.65	0.153273	36.67	0.0	0.0	543.29	0.021229	50.0	8.0	0.0	1511.68	0.241095
skill	note length statistics	150	53.33	0.0	0.0	509.13	0.150838	51.33	0.0	0.0	536.78	0.023091	44.67	7.23	0.0	1602.74	0.275955
skill	pitch recognition	150	32.0	0.0	0.0	498.48	0.149053	31.33	0.0	0.0	491.78	0.018962	26.0	0.9	0.0	827.64	0.246289
skill	pitch statistics	150	52.0	0.0	0.0	465.32	0.145864	37.33	1.06	0.0	492.83	0.018516	28.0	7.41	0.0	2483.85	0.291309
skill	rhythm pattern	150	42.67	0.0	0.0	518.55	0.146433	35.33	0.0	0.0	533.44	0.021563	44.67	12.05	0.0	1677.53	0.262464
skill	rhythm pattern statistics	150	21.33	0.0	0.0	712.56	0.146899	17.33	0.0	0.0	520.69	0.021655	17.33	2.42	0.0	895.86	0.239607
skill	tonality recognition	60	68.33	0.0	0.0	220.21	0.038636	41.67	0.0	0.0	142.1	0.00585	53.33	3.57	0.0	308.56	0.090222
rel/abs	absolute	720	47.5	0.0	0.0	2453.49	0.70743	39.44	0.23	0.0	2483.27	0.097596	36.39	6.33	0.0	7136.57	1.228357
rel/abs	relative	780	36.79	0.0	0.0	3045.31	0.788857	31.15	0.19	0.0	2754.76	0.111633	29.74	7.85	0.0	8182.6	1.340035
specification	harmony-absolute	120	48.33	0.0	0.0	494.91	0.108403	40.83	0.0	0.0	418.59	0.015797	32.5	9.88	0.0	710.66	0.173709
specification	harmony-relative	180	41.11	0.0	0.0	738.67	0.155725	36.11	0.0	0.0	552.59	0.021573	37.22	8.85	0.0	1072.51	0.27941
specification	pitch-absolute	300	42.0	0.0	0.0	963.81	0.294916	34.33	0.51	0.0	984.61	0.037479	27.0	4.11	0.0	3311.48	0.537598
specification	pitch-relative	300	39.0	0.0	0.0	1075.52	0.3398	33.0	0.5	0.0	1148.04	0.046842	24.0	8.77	0.0	4536.7	0.558554
specification	rhythm-absolute	300	52.67	0.0	0.0	994.78	0.304111	44.0	0.0	0.0	1080.08	0.044321	47.33	7.59	0.0	3114.43	0.51705
specification	rhythm-relative	300	32.0	0.0	0.0	1231.11	0.293332	26.33	0.0	0.0	1054.13	0.043218	31.0	6.28	0.0	2573.39	0.50207
